ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,Off,On,Off,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,Off,0.08747696876525879,5.625391721725464,1248872,34.86017370223999,2152160,10605,44.580859422683716,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,0.08437180519104004,5.493625640869141,1252968,34.69648790359497,2152160,10605,42.688247203826904,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,Off,On,0.11209750175476074,5.479450464248657,1251544,34.76891303062439,2152160,10605,42.81199407577515,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,Off,0.08229804039001465,5.5072667598724365,1248872,34.67522072792053,2152160,10605,42.694486141204834,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,On,0.09505343437194824,5.505600690841675,1252968,34.823246002197266,2152160,10605,42.888062477111816,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,0.08545613288879395,5.510014772415161,1251544,34.83080244064331,2152160,10605,42.80897498130798,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,0.08876419067382812,5.508008003234863,1252968,34.68459749221802,2152160,10605,42.73612332344055,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,Off,On,0.07389378547668457,5.485076189041138,1252968,34.664990186691284,2152160,10605,42.62808585166931,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,On,On,On,Off,On,On,0.08246088027954102,5.490807771682739,1248872,34.678566455841064,2152160,10605,42.58368110656738,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,On,On,On,On,On,On,On,Off,Off,Off,Off,On,Off,0.10319018363952637,5.472161054611206,1252968,34.82180953025818,2152160,10605,42.766571044921875,"[10, 50, 6, 4, 50]"
