time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.8545454545454544,56.564832830429076,0
50,35,20000,6,0.5,0.9151515151515152,66.17543001174927,0
30,20,20000,10,0.5,0.7575757575757575,45.61256856918335,0
50,20,35000,4,0.5,0.7818181818181817,62.860083317756654,1
55,30,45000,6,0.5,0.8303030303030302,83.31538891792297,1
50,30,10000,6,0.5,0.6121212121212121,60.00789084434509,1
40,30,50000,10,0.5,0.6606060606060605,86.70993509292603,2
30,45,45000,10,0.5,0.7333333333333332,88.74738895893097,2
50,35,40000,10,0.5,0.8060606060606059,91.57102618217468,2
45,45,30000,6,0.5,0.5636363636363636,73.77554609775544,2
