threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,40,True,0.9999999999999999,40.11622703075409,0
8,35,10,True,0.9878787878787878,10.059284114837647,0
8,35,40,True,0.9878787878787878,40.10255877971649,0
8,45,50,True,0.9878787878787878,50.14418888092041,1
2,40,15,True,0.8666666666666665,15.078926539421081,1
4,30,10,True,0.8666666666666665,10.065116333961488,1
8,35,50,True,0.9757575757575757,50.11988816261292,1
8,30,45,True,0.9636363636363635,45.11357877254486,1
4,35,40,True,0.9030303030303028,40.118693828582764,1
8,50,10,True,0.8060606060606059,10.090112543106079,2
