threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,45,40,True,0.9999999999999999,40.11622703075409,0
8,35,10,True,0.9878787878787878,10.059284114837647,0
8,35,40,True,0.9878787878787878,40.10255877971649,0
6,35,40,True,0.9878787878787878,40.10318450927734,0
8,45,50,True,0.9878787878787878,50.14418888092041,1
4,30,10,True,0.8666666666666665,10.065116333961488,1
8,30,10,True,0.9393939393939393,10.073273611068725,1
4,35,10,True,0.9393939393939393,10.068695902824402,1
10,45,15,True,0.9757575757575757,15.09446098804474,1
8,35,50,True,0.9757575757575757,50.11988816261292,1
