threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,15,45,True,0.6969696969696969,45.078515601158145,0
8,35,10,True,0.2121212121212121,10.054418754577636,0
8,35,15,True,0.32121212121212117,15.064839291572572,0
8,25,20,False,0.6484848484848483,20.070497584342956,0
8,15,20,True,0.05454545454545454,20.055251836776733,1
8,35,25,True,0.406060606060606,25.085036730766298,1
8,30,35,True,0.5393939393939393,35.08626580238342,1
8,25,55,True,0.5393939393939393,55.11436643600464,1
8,50,25,True,0.32121212121212117,25.08924729824066,2
8,15,45,False,0.4666666666666666,45.07262361049652,2
