inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,10,1,2,20,0.8545454545454544,2.8612644910812377,0
90,25,1,1,5,-0.3696969696969697,2.7836044788360597,0
50,15,1,1,20,0.2121212121212121,2.840361714363098,0
60,20,1,3,5,0.11515151515151514,2.8015820503234865,0
90,20,3,2,15,0.6606060606060605,2.9248095035552977,1
90,35,3,2,10,-0.2606060606060606,2.9054473876953124,1
70,35,1,4,15,-0.16363636363636364,2.9200196743011473,1
70,35,1,3,20,-0.406060606060606,2.901213598251343,1
50,10,3,4,20,0.09090909090909088,3.573381495475769,2
90,35,2,3,15,-0.6242424242424242,2.9078847646713255,2
