innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
696,259991213,2643,1014522638,53547971,350080211,101244,793779265,0,11,15105076959,2376,908033376,6,52737117,noblob,8586,67879290,27,399568,283.0,248.2768852710724,"[180, 50, 100000, 4, 0.5]",1
583,625670584,4033,527788606,47522188,280394574,9284,296119651,0,95,13266751220,4130,3424932643,70,126074156,full,6413,91192926,61,35417,277.18,245.79064321517944,"[180, 50, 100000, 4, 0.5]",1
76,469484723,5544,274705049,94131107,187269935,33327,905016575,2,75,13907522527,26150,366818550,71,112709716,full,9896,52797983,48,610605,273.36,242.69496965408325,"[180, 50, 100000, 4, 0.5]",1
736,553034176,5681,646105018,122523188,495300780,56480,627396553,0,84,12838204041,15383,4047623192,59,1850451,noblob,5519,66203810,87,961265,272.48,242.2144603729248,"[180, 50, 100000, 4, 0.5]",1
387,617241966,14268,143017308,91083636,748629573,124471,573848234,2,97,11038178903,24557,2228623771,53,52414443,full,5897,22087957,54,427443,261.69,251.7971625328064,"[180, 50, 100000, 4, 0.5]",1
817,197309701,18734,419910647,11892488,150538617,76885,846710805,0,63,14842212799,11191,367968649,99,16039496,full,2443,21559042,76,854623,259.68,257.480872631073,"[180, 50, 100000, 4, 0.5]",1
386,869234979,12915,906829286,126964727,879297320,17409,1014130436,2,43,12809789441,16684,4018279659,96,112100421,minimal,1155,41610179,34,277960,258.4,250.42865085601807,"[180, 50, 100000, 4, 0.5]",1
628,185970581,37270,704812142,104460586,205290184,13504,449578799,0,0,13554522127,27798,2592882206,85,19473683,minimal,5015,16690754,7,601155,257.18,254.19946908950806,"[180, 50, 100000, 4, 0.5]",1
960,431805565,19176,950372273,128866706,834983453,37045,506921144,2,48,10453982770,28958,3827945193,4,77583115,full,510,48148188,22,230846,252.49,251.07071256637573,"[180, 50, 100000, 4, 0.5]",1
151,250050340,34371,193771108,56798976,767402286,64572,440848165,2,60,10317090825,17679,2860838509,73,33173285,minimal,118,130450748,69,349065,251.74,257.088974237442,"[180, 50, 100000, 4, 0.5]",1
222,539026601,16724,41764012,30086694,85993997,76517,863329792,2,94,14225123523,10671,2323547672,26,57962119,minimal,6634,112177731,41,958649,251.59,254.67364764213562,"[180, 50, 100000, 4, 0.5]",1
449,11450700,20752,842149690,89229710,409872233,57432,399299384,2,38,14729497154,28446,1991146201,18,75834617,full,9898,127032200,70,880841,250.78,248.76742267608643,"[180, 50, 100000, 4, 0.5]",1
477,753788131,38022,640693908,44959762,670086660,47582,71592646,2,99,11276513163,11718,2379001189,11,99011104,full,7863,59240675,67,913629,249.18,257.4032402038574,"[180, 50, 100000, 4, 0.5]",1
538,216755279,39106,254327935,52800310,434735396,90014,716069283,0,91,13375289121,4152,754979530,76,42242345,noblob,1797,108575998,84,985513,245.24,255.71286630630493,"[180, 50, 100000, 4, 0.5]",1
499,478814049,23563,30496655,18268510,284291700,24994,943393282,2,23,12142024172,9473,2334747229,36,104859119,full,1504,75932665,12,321410,243.45,254.34942770004272,"[180, 50, 100000, 4, 0.5]",1
515,134678497,10749,163191588,128045967,708433241,47941,228668418,1,79,14726263650,13369,3688191290,14,50389666,minimal,6517,12532495,5,268781,233.22,253.94080185890198,"[180, 50, 100000, 4, 0.5]",1
349,193442644,14357,620874718,15126553,239778061,107110,915043707,1,42,12881453312,25501,817065125,88,18171938,minimal,6496,55276847,84,407082,229.17,251.87052702903748,"[180, 50, 100000, 4, 0.5]",1
931,805315115,20618,173939010,39844448,407884346,95135,358135171,1,50,14501839207,12652,3921564915,123,73418211,full,2266,117742502,69,142507,225.26,266.2098731994629,"[180, 50, 100000, 4, 0.5]",1
213,94434770,39380,298142550,123434569,85230443,95389,438321199,1,29,14185050511,9800,386540471,121,68049,full,1650,25490957,81,979444,225.05,258.69435715675354,"[180, 50, 100000, 4, 0.5]",1
478,581521711,33793,80581551,96844694,607868181,39020,481448524,1,3,13511662145,1381,178699408,113,76693560,minimal,4477,72225304,24,863263,214.98,259.37341141700745,"[180, 50, 100000, 4, 0.5]",1
