innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
761,133031595,6523,758310898,8406821,91937178,90236,419055413,0,22,11774595690,4917,238996751,33,63825157,noblob,4159,69439390,79,496574,220.21,79.64922499656677,"[10, 50, 100000, 4, 0.5]",64.56163716316223,10.2180016040802,1.245598316192627
977,364814309,37154,33507914,26926305,391414726,114094,568755001,0,93,13429029303,20572,4134090956,47,66148935,minimal,5744,118219084,45,849620,210.09,85.56623005867004,"[10, 50, 100000, 4, 0.5]",71.53841829299927,10.152065753936768,0.792273759841919
595,76869426,5896,23440108,133915547,226843878,97407,597188827,2,69,12726140445,11027,169479652,93,59769793,full,9304,122669778,21,57393,219.55,74.83421897888184,"[10, 50, 100000, 4, 0.5]",60.32104134559631,10.137176036834717,1.2448692321777344
499,63457967,18031,581559599,13057154,187976479,3084,327796534,2,16,12392068124,19339,4092108947,27,50671033,full,8556,38876635,96,94014,220.2,82.20548248291016,"[10, 50, 100000, 4, 0.5]",67.66936945915222,10.137710332870483,1.3107869625091553
94,1000301589,11480,938624314,12694735,19271913,76037,725880732,0,4,14036844422,6861,1945375291,16,90269441,full,3267,81765934,37,314416,215.2,76.92597079277039,"[10, 50, 100000, 4, 0.5]",62.53607511520386,10.14181637763977,1.1477909088134766
821,586834617,28344,812284587,48431123,5468759,22823,540282659,0,28,10615765273,12084,1628513877,112,60999654,noblob,3749,39648611,30,660566,212.29,84.69133281707764,"[10, 50, 100000, 4, 0.5]",70.31254839897156,10.118165969848633,1.1730115413665771
616,364290714,19287,255526501,16126258,943214824,49378,330972058,0,97,14048402900,4818,2260280775,97,24630251,minimal,5950,60678926,21,701549,205.16,77.93765425682068,"[10, 50, 100000, 4, 0.5]",63.53234004974365,10.132797241210938,1.1786346435546875
772,362405191,27881,1049476120,73092532,132606378,122136,381238724,2,32,14887321851,5942,2772165230,56,94329413,full,9937,103322333,55,858084,220.57,84.78443622589111,"[10, 50, 100000, 4, 0.5]",70.19871854782104,10.186682224273682,1.2837095260620117
348,915600337,11638,167452130,86016680,525619202,62094,462656586,1,23,11803017614,18860,666900482,127,22394182,minimal,6217,48216351,31,877717,219.0,80.75587368011475,"[10, 50, 100000, 4, 0.5]",64.30302786827087,10.192989110946655,3.1562716960906982
283,365560906,31874,380140325,65419415,382668260,53874,904065557,1,38,13469124101,1683,1886924000,40,128452837,noblob,3691,36600903,31,731717,206.24,87.0563292503357,"[10, 50, 100000, 4, 0.5]",72.13371682167053,10.159214496612549,1.6807537078857422
687,525247224,15095,908934894,47473167,72392533,51381,645923880,2,73,13813689828,9217,2074368006,9,83040269,minimal,3150,118614290,17,580889,225.63,81.0544536113739,"[10, 50, 100000, 4, 0.5]",66.2590925693512,10.152281045913696,1.529630184173584
642,1056860582,18174,616922243,107279422,485586677,122981,541097314,2,46,14611702389,20887,1180759130,104,133394714,minimal,8145,846482,94,122377,219.24,86.26385593414307,"[10, 50, 100000, 4, 0.5]",71.90637254714966,10.088149309158325,1.1672608852386475
297,747729027,36892,287103217,37797568,269404195,98546,854397698,2,2,14586990260,24484,2667307653,98,14869650,full,7628,12483658,75,224905,216.12,88.20680928230286,"[10, 50, 100000, 4, 0.5]",72.84308815002441,10.172600984573364,2.0822126865386963
