threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,40,55,True,0.8181818181818182,55.13453872203827,0
8,35,10,True,0.7818181818181817,10.066913485527039,0
6,50,40,True,0.8181818181818182,44.21151061058045,0
8,30,20,True,0.6848484848484848,20.087853884696962,1
8,45,60,True,0.8060606060606059,60.115426778793335,1
8,35,35,True,0.7454545454545454,35.10389657020569,1
1,40,55,True,0.7818181818181817,55.084215474128726,1
4,30,25,True,0.7454545454545454,25.09028027057648,1
8,35,25,True,0.6969696969696969,25.089368891716003,1
8,35,55,True,0.8060606060606059,55.11932756900787,1
