ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,On,On,Off,0.08928298950195312,0.3515951633453369,114152,0.41913533210754395,140021,719,3.572726249694824,"[80, 35, 2, 2, 15]"
Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,0.08481693267822266,0.23381757736206055,110056,0.30283522605895996,140021,719,3.2107932567596436,"[80, 35, 2, 2, 15]"
Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,On,On,0.0904228687286377,0.2422027587890625,112728,0.30129551887512207,140021,719,3.0234949588775635,"[80, 35, 2, 2, 15]"
Off,On,Off,On,On,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.08525705337524414,0.2548258304595947,108632,0.2883293628692627,140021,719,3.1739718914031982,"[80, 35, 2, 2, 15]"
Off,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,0.10069608688354492,5.4965760707855225,1248872,34.693495988845825,2152160,10605,42.792402029037476,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,On,0.08008432388305664,0.2604410648345947,108632,0.30563926696777344,140021,719,3.1480560302734375,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,On,On,On,Off,On,On,On,0.10674047470092773,5.536264896392822,1251544,34.72400116920471,2152160,10605,42.88110971450806,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,0.07485389709472656,0.23673272132873535,110056,0.2992415428161621,140021,719,3.081820011138916,"[80, 35, 2, 2, 15]"
On,On,On,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,Off,Off,On,0.10494136810302734,0.24564599990844727,110056,0.3022942543029785,140021,719,3.1711606979370117,"[80, 35, 2, 2, 15]"
On,On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,0.09984779357910156,0.25077128410339355,110056,0.31537294387817383,140021,719,3.0543341636657715,"[80, 35, 2, 2, 15]"
