ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,Off,On,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,On,0.10184288024902344,5.567874193191528,1252968,34.79057335853577,2152160,10605,43.17016100883484,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,On,Off,Off,Off,On,Off,On,0.07597970962524414,5.557289123535156,1252968,34.74799156188965,2152160,10605,42.967305183410645,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,Off,On,On,Off,0.0892190933227539,5.548734188079834,1248872,34.62730288505554,2152160,10605,42.73861789703369,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,Off,On,Off,On,Off,On,On,On,Off,On,On,On,On,Off,On,0.10862421989440918,5.48456883430481,1248872,34.65924000740051,2152160,10605,42.80724573135376,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,0.0865931510925293,5.536938667297363,1255640,34.72712683677673,2152160,10605,42.900710105895996,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,0.08725619316101074,5.569831371307373,1252968,34.77393102645874,2152160,10605,43.11327052116394,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,On,0.09459567070007324,5.507106304168701,1252968,34.74228048324585,2152160,10605,43.00906991958618,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,0.09985804557800293,5.499433755874634,1252968,34.76246190071106,2152160,10605,42.73498320579529,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,On,On,On,Off,On,Off,On,Off,On,On,Off,On,Off,0.07956361770629883,5.5290446281433105,1248872,34.745697021484375,2152160,10605,42.81116056442261,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,0.09289169311523438,5.472085952758789,1251544,34.569254875183105,2152160,10605,42.552793741226196,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,Off,On,On,0.09449505805969238,5.573362112045288,1248872,34.8204824924469,2152160,10605,43.09625816345215,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,On,Off,Off,0.0939338207244873,5.505955934524536,1255640,34.75008249282837,2152160,10605,42.76955699920654,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,Off,Off,Off,Off,Off,On,On,On,0.08649182319641113,5.5053746700286865,1252968,34.58157300949097,2152160,10605,42.70886707305908,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,On,On,Off,Off,0.09006047248840332,5.538871765136719,1252968,34.6618754863739,2152160,10605,42.723448038101196,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,Off,0.08549642562866211,5.539635419845581,1252968,34.78297305107117,2152160,10605,42.869145154953,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,Off,Off,Off,On,0.09082984924316406,5.488235712051392,1248872,34.74193358421326,2152160,10605,42.90195965766907,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.08361077308654785,5.484945297241211,1248872,34.645232915878296,2152160,10605,42.71618938446045,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,On,On,0.10270547866821289,5.494269609451294,1248872,34.614144802093506,2152160,10605,42.71727418899536,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,On,Off,On,0.08466958999633789,5.481826066970825,1248872,34.761646032333374,2152160,10605,42.908604860305786,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,0.09096717834472656,5.498517274856567,1252968,34.745726346969604,2152160,10605,42.930384397506714,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,On,Off,On,On,Off,0.09371519088745117,5.499678611755371,1251544,34.76502728462219,2152160,10605,42.80345368385315,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,0.07694172859191895,5.481614351272583,1248872,34.8055739402771,2152160,10605,42.82997369766235,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,On,Off,On,Off,On,0.09780216217041016,5.5050530433654785,1248872,34.59087657928467,2152160,10605,42.678642988204956,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,On,On,On,On,On,Off,On,Off,On,Off,On,On,Off,0.10684323310852051,5.463531732559204,1248872,34.739768981933594,2152160,10605,42.76808834075928,"[10, 50, 6, 4, 50]"
