inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,5,1,3,10,-0.06666666666666665,2.803733992576599,0
60,5,1,2,10,0.33333333333333326,2.8093292474746705,0
50,25,1,4,5,-0.5393939393939393,2.759666395187378,0
60,5,1,4,10,0.709090909090909,2.8137432098388673,0
50,25,1,2,5,0.11515151515151514,2.807769441604614,0
90,25,1,2,35,-0.10303030303030303,2.8005470514297484,0
50,25,1,1,10,-0.17575757575757575,2.7846965551376344,0
60,25,1,4,5,-1,2.7736250162124634,1
90,25,3,2,10,0.6606060606060605,2.8994689702987673,1
60,5,1,4,5,0.29696969696969694,2.8156972885131837,1
