fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,Off,0.11148285865783691,0.33228111267089844,140424,2.2419097423553467,356663,1676,5.874341726303101,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,On,0.08061337471008301,0.258866548538208,145520,2.10078501701355,356663,1676,4.994648694992065,"[10, 50, 6, 4, 5]"
Off,Off,On,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,0.09085392951965332,0.2651987075805664,144448,2.10198974609375,356663,1676,4.975190877914429,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,On,On,Off,Off,0.09597992897033691,0.27698850631713867,141424,2.134249448776245,356663,1676,5.0960564613342285,"[10, 50, 6, 4, 5]"
On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,0.08219742774963379,0.2703580856323242,144448,2.080836296081543,356663,1676,4.872318983078003,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,On,On,Off,Off,On,0.09410858154296875,0.2843296527862549,141496,2.0877490043640137,356663,1676,4.943638563156128,"[10, 50, 6, 4, 5]"
Off,Off,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,Off,Off,On,On,0.10422229766845703,0.2583889961242676,144520,2.1179256439208984,356663,1676,4.966787338256836,"[10, 50, 6, 4, 5]"
Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,On,Off,0.09600067138671875,0.27725648880004883,141496,2.109927177429199,356663,1676,4.987690210342407,"[10, 50, 6, 4, 5]"
Off,On,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,On,0.08947563171386719,0.7273788452148438,207208,4.168753385543823,828309,4503,7.533718109130859,"[10, 50, 6, 4, 10]"
On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,0.08849310874938965,0.7655785083770752,205976,4.1413655281066895,828309,4503,7.504439830780029,"[10, 50, 6, 4, 10]"
Off,Off,On,On,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,Off,On,0.0919485092163086,0.7734019756317139,205976,4.137238025665283,828309,4503,7.664207458496094,"[10, 50, 6, 4, 10]"
