time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.13939393939393938,39.873775362968445,0
30,30,25000,10,0.5,0.23636363636363633,46.802340960502626,0
35,35,25000,4,0.5,0.29696969696969694,47.589969110488894,0
40,40,40000,4,0.5,0.19999999999999998,60.201925706863406,1
45,35,10000,4,0.5,0.07878787878787878,52.745693755149844,1
50,40,10000,8,0.5,-0.0303030303030303,60.74238367080689,2
35,25,50000,10,0.5,-0.43030303030303024,58.43365805149078,2
55,35,40000,8,0.5,-0.2121212121212121,79.9112823009491,3
40,30,30000,10,0.5,-0.5757575757575757,58.73946311473846,3
45,45,25000,10,0.5,-0.6242424242424242,67.90295979976653,4
