time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.13939393939393938,39.873775362968445,0
30,35,25000,6,0.5,0.19999999999999998,45.01218786239624,0
35,25,15000,8,0.5,0.4424242424242424,45.095095372200014,0
30,30,15000,8,0.5,-0.2727272727272727,40.861142420768736,1
30,25,25000,10,0.5,0.006060606060606061,43.86887421607971,1
30,30,25000,10,0.5,0.23636363636363633,46.802340960502626,1
35,35,25000,4,0.5,0.29696969696969694,47.589969110488894,1
30,25,25000,8,0.5,-0.10303030303030303,43.90966949462891,2
40,40,40000,4,0.5,0.19999999999999998,60.201925706863406,2
45,35,10000,4,0.5,0.07878787878787878,52.745693755149844,2
