time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
40,25,40000,4,0.5,0.7575757575757575,53.87357182502747,0
50,30,10000,6,0.7,0.8666666666666665,58.31500313282013,0
30,30,10000,10,0.5,0.7333333333333332,39.20328104496002,0
50,20,35000,4,0.5,0.7818181818181817,60.901547360420224,1
50,40,35000,4,0.7,0.8060606060606059,67.88878271579742,1
30,20,20000,10,0.5,0.3696969696969697,40.466995978355406,1
30,30,20000,10,0.5,0.6727272727272726,44.018733215332034,1
35,25,20000,6,0.5,0.7212121212121211,45.56398420333862,1
30,25,45000,4,0.5,0.49090909090909085,45.23671660423279,2
60,30,20000,6,0.5,0.7575757575757575,71.52964375019073,2
