fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,On,Off,Off,0.08502078056335449,1.5914585590362549,521896,34.37544775009155,2152160,10605,40.29804706573486,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,0.08775854110717773,1.5366334915161133,515000,34.09260129928589,2152160,10605,38.53758144378662,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,On,0.10026955604553223,1.5526039600372314,523192,34.10936427116394,2152160,10605,38.51018023490906,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,On,0.08444094657897949,1.6976795196533203,513896,34.06415891647339,2152160,10605,38.50555205345154,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,On,On,Off,Off,Off,Off,Off,0.09100222587585449,1.5453379154205322,513704,34.083582401275635,2152160,10605,38.48446273803711,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,On,On,On,0.08288812637329102,1.5127067565917969,523384,34.10214447975159,2152160,10605,38.231420278549194,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,0.08016800880432129,1.469465970993042,522088,34.13206100463867,2152160,10605,38.414414167404175,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,0.0897665023803711,1.5088996887207031,513704,34.09023475646973,2152160,10605,38.28305506706238,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,On,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,0.07838678359985352,1.4741899967193604,522088,34.15956735610962,2152160,10605,38.231204986572266,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,Off,On,Off,On,0.0785531997680664,1.523906946182251,522088,34.02675938606262,2152160,10605,38.12344789505005,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,On,0.08030319213867188,1.5250062942504883,515000,34.058770179748535,2152160,10605,38.27863264083862,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,Off,On,0.08666610717773438,1.519547700881958,521896,34.117944955825806,2152160,10605,38.35853147506714,"[10, 50, 6, 4, 50]"
