time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,20,35000,4,0.5,0.9030303030303028,60.83212924003601,0
40,25,40000,4,0.5,0.8787878787878788,53.98158895969391,0
30,20,35000,4,0.5,0.8060606060606059,41.00510540008545,0
30,30,10000,6,0.5,0.5757575757575757,37.82484908103943,0
30,25,20000,4,0.5,0.6484848484848483,38.88800528049469,0
30,20,20000,4,0.5,0.28484848484848485,38.08198873996734,1
50,20,10000,4,0.5,0.8303030303030302,56.0916752576828,1
40,20,20000,4,0.5,0.5393939393939393,47.93924658298492,1
30,20,50000,6,0.5,0.4424242424242424,46.6722532749176,1
30,20,20000,10,0.5,0.33333333333333326,40.95023787021637,1
