threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,30,15,True,0.41818181818181815,15.075509810447693,0
8,35,15,True,0.06666666666666665,15.07499294281006,0
8,25,45,True,0.7333333333333332,45.11121175289154,0
4,40,10,True,-0.4666666666666666,10.061778259277343,0
10,35,20,True,0.7333333333333332,20.08440766334534,0
8,25,20,True,0.406060606060606,20.08418815135956,1
4,25,15,True,0.22424242424242422,15.077396154403687,1
8,35,20,True,0.4666666666666666,20.08828444480896,1
4,35,20,True,-0.2606060606060606,20.087918162345886,2
8,45,60,True,0.4424242424242424,60.08454563617706,2
