time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.8181818181818182,58.446793985366824,0
50,20,35000,4,0.5,0.8303030303030302,60.74278240203857,0
40,25,40000,4,0.5,0.6727272727272726,53.63652031421661,0
30,20,20000,10,0.5,0.17575757575757575,41.91984651088715,0
45,45,30000,6,0.5,0.7575757575757575,64.96708693504334,1
30,45,45000,10,0.5,0.7939393939393938,72.22236921787263,1
50,35,20000,6,0.5,0.6,62.559079265594484,1
40,30,50000,10,0.5,0.6848484848484848,72.71060333251953,2
55,30,45000,6,0.5,0.6,75.0085547208786,3
50,35,40000,10,0.5,0.6363636363636362,78.79277822971343,3
