time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,30,10000,6,0.5,0.8181818181818182,58.446793985366824,0
50,20,35000,4,0.5,0.8303030303030302,60.74278240203857,0
30,30,35000,4,0.5,0.6969696969696969,44.34847145080566,0
30,30,20000,4,0.5,0.6727272727272726,40.26296596527099,0
30,30,45000,4,0.5,0.7696969696969697,47.39707751274109,0
30,45,45000,10,0.5,0.7939393939393938,72.22236921787263,1
30,20,35000,8,0.5,0.5515151515151515,44.104965686798096,1
30,20,35000,4,0.6,0.5030303030303029,40.83679053783417,1
40,30,40000,4,0.5,0.709090909090909,55.459565782546996,1
35,35,40000,4,0.7,0.709090909090909,52.74444315433502,1
