ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,0.08635735511779785,0.32416248321533203,108632,0.43012285232543945,140021,719,3.6382546424865723,"[80, 35, 2, 2, 15]"
On,Off,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,Off,Off,0.08528661727905273,0.2514615058898926,110056,0.30499720573425293,140021,719,3.060866594314575,"[80, 35, 2, 2, 15]"
On,Off,Off,On,Off,On,On,Off,On,On,On,On,On,On,Off,On,Off,On,Off,Off,0.10256052017211914,5.5132293701171875,1248872,34.8602728843689,2152160,10605,43.07890033721924,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,Off,0.09012317657470703,0.24666762351989746,112728,0.2944819927215576,140021,719,3.050267457962036,"[80, 35, 2, 2, 15]"
On,Off,Off,On,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,On,On,On,0.10065889358520508,0.24394512176513672,110056,0.299821138381958,140021,719,3.1331136226654053,"[80, 35, 2, 2, 15]"
On,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,0.0970163345336914,0.25175952911376953,110056,0.3092830181121826,140021,719,3.046705961227417,"[80, 35, 2, 2, 15]"
On,Off,On,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,Off,Off,Off,On,0.10296630859375,0.24504590034484863,110056,0.30591416358947754,140021,719,3.168766498565674,"[80, 35, 2, 2, 15]"
Off,Off,On,Off,Off,Off,On,Off,On,On,On,On,Off,Off,On,On,On,On,Off,On,0.09024167060852051,0.26149678230285645,110056,0.29512929916381836,140021,719,3.1294732093811035,"[80, 35, 2, 2, 15]"
On,Off,Off,On,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,Off,0.08606672286987305,0.24193453788757324,110056,0.298353910446167,140021,719,3.121431350708008,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.0740664005279541,0.24625611305236816,114152,0.30046653747558594,140021,719,3.2140345573425293,"[80, 35, 2, 2, 15]"
Off,Off,On,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,Off,Off,0.10972881317138672,5.521110534667969,1252968,34.82667589187622,2152160,10605,42.92754888534546,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,On,Off,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,0.09586215019226074,0.24249553680419922,114152,0.3228416442871094,140021,719,3.127037525177002,"[80, 35, 2, 2, 15]"
