threads,connections,duration,post,spearman_corr,evaluated_time,front_level
8,35,10,True,0.9878787878787878,10.086936545372009,0
8,40,10,True,0.9636363636363635,10.068132042884827,0
8,50,50,True,0.9878787878787878,50.13100907802582,0
8,40,15,True,0.9757575757575757,15.076407551765442,1
8,50,10,True,0.9393939393939393,11.187353587150573,1
8,45,10,False,0.9393939393939393,10.073474740982055,1
1,40,10,True,0.8787878787878788,10.070055556297302,1
2,40,15,True,0.9515151515151514,15.06913628578186,1
1,35,10,True,0.8909090909090909,10.071270394325257,1
8,15,10,True,0.8545454545454544,10.092804908752441,2
