innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
992,345885750,159,963930822,6593334,356208616,87636,20250169,2,8,12871246127,8227,36394748,52,104543227,full,2875,104392682,49,438569,369.53,69.74215292930603,"[45, 45, 30000, 6, 0.7]",0
110,345885750,339,285166171,37645247,777012669,46084,679512978,2,68,12304537972,1167,1798411996,69,104543227,full,8957,58053181,73,491529,352.82,71.15797472000122,"[45, 45, 30000, 6, 0.7]",0
186,345885750,159,285166171,5588708,39097412,46084,679512978,0,68,12304537972,16219,3707717028,77,104543227,full,2821,58053181,49,491529,349.1,71.15216755867004,"[45, 45, 30000, 6, 0.7]",0
992,345885750,339,285166171,37645247,39097412,46084,679512978,0,68,12304537972,8227,1798411996,77,22340853,full,8957,58053181,49,458398,349.01,71.27067255973816,"[45, 45, 30000, 6, 0.7]",0
325,833070622,339,174133855,37645247,1003315642,73807,20250169,2,8,11527401382,14318,36394748,77,21680263,full,8957,104392682,41,438569,345.94,70.74456095695496,"[45, 45, 30000, 6, 0.7]",0
325,345885750,339,285166171,37645247,39097412,4462,20250169,0,87,12871246127,8227,2725313113,97,22340853,noblob,8794,111485973,49,438569,343.53,70.60701894760132,"[45, 45, 30000, 6, 0.7]",0
992,345885750,339,285166171,6043716,39097412,4462,20250169,0,8,12871246127,8227,1798411996,77,104543227,noblob,8794,58053181,49,438569,340.5,71.4490430355072,"[45, 45, 30000, 6, 0.7]",0
325,833070622,339,963930822,115784568,356208616,87636,20250169,2,8,12871246127,8227,36394748,52,128692337,full,8957,92195453,49,438569,339.39,69.46069264411926,"[45, 45, 30000, 6, 0.7]",0
368,833070622,339,174133855,37645247,39097412,73807,20250169,0,68,13288526259,14318,3707717028,77,104543227,full,2821,104392682,49,491529,339.1,70.7510085105896,"[45, 45, 30000, 6, 0.7]",0
992,345885750,339,285166171,37645247,39097412,4462,20250169,0,68,12871246127,8227,1798411996,77,22340853,noblob,8794,104392682,49,491529,338.87,71.05537819862366,"[45, 45, 30000, 6, 0.7]",0
992,345885750,159,285166171,6593334,356208616,87636,20250169,0,8,12871246127,8227,1233942302,97,17202136,full,2875,111485973,49,438569,338.79,69.6778450012207,"[45, 45, 30000, 6, 0.7]",0
992,833070622,159,174133855,37645247,1003315642,73807,679512978,2,68,11527401382,14318,3707717028,33,21680263,full,5989,58053181,41,491529,338.5,73.74730229377747,"[45, 45, 30000, 6, 0.7]",0
992,94468329,339,671859656,130215966,543554455,4462,20250169,2,8,11527401382,1167,1798411996,47,44625203,noblob,3077,111485973,78,438569,337.64,71.1987726688385,"[45, 45, 30000, 6, 0.7]",0
325,345885750,339,285166171,6043716,39097412,4462,20250169,0,8,12871246127,8227,1233942302,97,17202136,full,8957,111485973,49,438569,337.11,71.75191640853882,"[45, 45, 30000, 6, 0.7]",0
992,833070622,339,174133855,37645247,39097412,46084,20250169,0,68,11527401382,14318,3707717028,77,104543227,noblob,2821,58053181,49,491529,336.72,70.17917895317078,"[45, 45, 30000, 6, 0.7]",0
992,345885750,159,285166171,6593334,356208616,87636,20250169,0,8,12871246127,22710,1233942302,97,128726705,full,2875,104392682,49,438569,336.4,70.21775007247925,"[45, 45, 30000, 6, 0.7]",0
992,345885750,339,285166171,6043716,39097412,4462,20250169,0,96,12871246127,8227,1233942302,97,17202136,full,8957,111485973,49,438569,336.17,71.6274664402008,"[45, 45, 30000, 6, 0.7]",0
992,94468329,339,219567975,115784568,39097412,4462,20250169,0,8,11527401382,336,1798411996,47,44625203,noblob,3077,111485973,78,438569,335.73,70.8236563205719,"[45, 45, 30000, 6, 0.7]",0
325,833070622,339,174133855,115784568,1003315642,73807,20250169,2,8,13826216080,14318,1798411996,77,128692337,full,8957,92195453,78,438569,335.58,69.58407378196716,"[45, 45, 30000, 6, 0.7]",0
325,345885750,339,285166171,6043716,39097412,4462,20250169,2,8,12871246127,8227,36394748,77,104543227,full,8957,104392682,49,438569,335.31,71.79432082176208,"[45, 45, 30000, 6, 0.7]",0
