fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,0.06472587585449219,2.8883533477783203,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,On,Off,On,On,On,0.0665140151977539,2.6713109016418457,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,0.06824278831481934,2.7091376781463623,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,Off,Off,On,On,On,On,0.06868577003479004,2.9794490337371826,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,Off,Off,Off,On,0.0693058967590332,2.957437515258789,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,0.0696256160736084,2.973679304122925,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,Off,On,0.06984591484069824,2.973539113998413,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,0.07018184661865234,3.0157322883605957,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,On,Off,On,0.07074165344238281,2.8694345951080322,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,Off,0.07089424133300781,2.8931939601898193,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,Off,Off,Off,On,On,On,On,On,0.07100749015808105,2.5206379890441895,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,On,On,0.07115006446838379,2.940821409225464,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,On,On,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,Off,0.0712895393371582,3.0031912326812744,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,On,0.0713050365447998,2.5734574794769287,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,0.07204294204711914,3.041934013366699,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,Off,Off,0.07211565971374512,2.934767007827759,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,0.07225990295410156,2.971801519393921,"[60, 20, 2, 1, 35]",0.4787878787878787
Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.07232379913330078,2.95007061958313,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,On,On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,On,0.07269644737243652,2.8963985443115234,"[60, 20, 2, 1, 35]",0.4787878787878787
On,On,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,0.07291698455810547,3.0556609630584717,"[60, 20, 2, 1, 35]",0.4787878787878787
