maxThreads,acceptCount,connectionTimeout,keepAliveTimeout,maxConnections,minSpareThreads,processorCache,enableLookups,asyncTimeout,disableUploadTimeout,connectionUploadTimeout,executorTerminationTimeoutMillis,compressionMinSize,tcpNoDelay,maxHttpHeaderSize,maxHttpRequestHeaderSize,maxHttpResponseHeaderSize,maxKeepAliveRequests,threadsMaxIdleTime,threadPriority,RPS,cost,fidelity
19325,632,30508,55184,16528,276,272,false,1115,false,284713,16685,8721,true,15629,6873,32629,935,539931,6,2658.33,180.10840702056885,"[8, 50, 180, True]"
17803,593,30015,34471,80514,102,419,true,45242,false,510615,2643,56280,false,22504,48676,10595,829,63261,3,2635.99,180.10637736320496,"[8, 50, 180, True]"
826,200,30565,6692,26261,49,260,true,39545,false,383313,29024,23968,false,59041,42361,62597,252,132613,1,2643.87,180.1045548915863,"[8, 50, 180, True]"
19322,428,52795,40362,20297,127,296,false,5593,false,296050,10367,52466,true,28952,17202,10857,541,478931,4,2635.35,180.12270140647888,"[8, 50, 180, True]"
4097,205,31929,7233,92932,431,460,true,8839,false,495423,41870,47833,true,25290,2956,7849,37,62765,10,2603.93,180.1187334060669,"[8, 50, 180, True]"
10804,521,5897,21725,81254,37,426,false,58785,true,380091,47673,51362,true,27068,56011,25845,886,53666,6,2623.2,180.1119191646576,"[8, 50, 180, True]"
3367,18,27107,1818,40665,15,493,true,37921,false,70658,29120,95436,true,60180,53806,19425,83,499635,2,2649.46,180.10896348953247,"[8, 50, 180, True]"
306,832,59875,12318,31027,467,406,true,20316,false,359790,14366,90440,false,39438,43128,15631,31,565337,6,2572.19,180.10655236244202,"[8, 50, 180, True]"
9824,22,57444,49062,31474,384,457,true,20446,true,178300,39026,78061,false,1142,34786,19931,12,594110,1,2258.91,180.11425590515137,"[8, 50, 180, True]"
19433,410,13431,6419,29466,90,387,true,30761,true,543327,49516,76472,false,58998,36847,15748,83,13391,8,2673.78,180.09313583374023,"[8, 50, 180, True]"
7724,966,22870,39598,51650,102,240,true,36685,false,158993,5302,30439,false,11737,53038,56640,490,240736,2,2643.61,180.11988878250122,"[8, 50, 180, True]"
5675,697,20093,14190,22603,61,55,false,46194,false,119732,19880,92579,true,42739,24917,36798,552,60116,5,2634.08,180.1233823299408,"[8, 50, 180, True]"
11039,868,41730,51508,61226,8,40,true,50784,false,354903,57151,98081,false,34089,3187,51768,957,223867,8,2653.05,180.09053206443787,"[8, 50, 180, True]"
7025,412,54918,33882,31284,372,498,false,55739,false,103809,360,32298,true,38503,17289,20074,240,288939,6,2587.69,180.12117958068848,"[8, 50, 180, True]"
19413,986,57853,32185,19066,90,433,true,42800,true,150026,33625,62973,true,1376,23603,24812,183,28563,6,2623.44,180.1028254032135,"[8, 50, 180, True]"
15026,577,22195,24803,31985,178,425,false,20726,true,537403,2198,66910,false,57212,58911,17734,285,106343,9,2607.16,180.0848367214203,"[8, 50, 180, True]"
6915,506,15940,24968,19088,138,330,false,54865,false,499801,14817,74377,true,8980,22619,15984,267,280581,6,2658.75,180.10159420967102,"[8, 50, 180, True]"
9837,210,5467,7344,80917,169,422,false,41126,false,538491,21774,60094,true,3763,51207,37388,622,307812,3,2630.61,180.11384439468384,"[8, 50, 180, True]"
16913,296,56484,1543,60841,108,411,true,32548,false,354109,4751,56420,true,34954,39958,56203,687,543208,2,2633.91,180.1122922897339,"[8, 50, 180, True]"
11246,798,6969,57162,35244,34,97,true,58397,true,320534,24102,50569,false,23262,43540,28268,315,523325,3,2677.97,180.11938428878784,"[8, 50, 180, True]"
9644,508,52687,28108,81285,51,237,false,45260,false,347876,47726,35162,false,58438,2537,19269,184,175362,10,2686.09,180.08270263671875,"[8, 50, 180, True]"
2236,239,6920,54864,89295,452,319,true,57792,false,84371,38170,30161,true,29927,13043,22676,83,425779,7,2561.56,180.11698293685913,"[8, 50, 180, True]"
16375,977,17490,12176,57991,468,59,true,2374,false,8905,40342,65193,false,34478,7271,52343,95,473063,2,2592.27,180.12082195281982,"[8, 50, 180, True]"
5996,568,25644,21587,62567,331,114,false,1342,true,240096,389,43391,false,52673,51328,49992,201,428947,4,2594.07,180.12234568595886,"[8, 50, 180, True]"
14576,743,3459,29322,30895,121,433,false,24092,false,91151,3934,70596,true,7181,61073,42949,704,491633,7,2664.45,180.1259663105011,"[8, 50, 180, True]"
18421,106,53037,39894,33879,37,368,false,14500,false,304071,51510,1919,true,21535,42419,18805,832,371877,5,2602.28,180.12229251861572,"[8, 50, 180, True]"
5144,96,39495,38917,15784,239,315,true,55571,true,25793,17719,21833,true,61823,44809,40276,181,599955,3,2621.37,180.11296796798706,"[8, 50, 180, True]"
5367,548,54059,49705,28441,423,486,true,57387,true,201526,21537,31213,false,28774,45983,39226,144,303320,4,2576.93,180.1179928779602,"[8, 50, 180, True]"
9170,501,47649,14108,54360,480,150,false,49249,false,173016,3382,26847,false,17219,40429,25929,83,178382,5,2596.86,180.12047910690308,"[8, 50, 180, True]"
6375,874,45814,59902,44835,38,275,true,7511,false,268423,32037,19267,true,7868,64446,45809,158,220374,3,2621.69,180.11269402503967,"[8, 50, 180, True]"
12229,845,8376,12677,13162,97,53,true,35539,true,540811,8626,46980,false,30750,30622,20912,78,568210,10,2598.19,180.10907340049744,"[8, 50, 180, True]"
12229,845,8376,12677,13162,97,53,true,35539,true,540811,8626,56774,false,30750,10832,20912,78,568210,10,2680.36,180.09558153152466,"[8, 50, 180, True]"
14587,296,56484,1543,60841,108,121,true,32548,false,354109,29034,62348,true,34954,4560,56203,687,578223,7,2649.44,180.08106684684753,"[8, 50, 180, True]"
7025,770,56756,33882,31284,59,178,false,55739,false,103809,12289,65162,true,38503,4902,20074,240,539676,7,2639.55,180.1143763065338,"[8, 50, 180, True]"
11246,987,6969,57162,35244,4,97,true,58397,true,320534,24102,50569,false,23262,4406,28268,64,523325,8,2676.15,180.12816309928894,"[8, 50, 180, True]"
5675,697,20093,14190,22603,61,55,false,46194,false,119732,28070,92579,true,42739,22251,36798,130,60116,9,2676.94,180.11442828178406,"[8, 50, 180, True]"
12229,845,8376,12677,13162,15,53,true,36219,false,540811,8626,77459,false,30750,5158,28331,24,523178,10,2645.46,180.10817098617554,"[8, 50, 180, True]"
7025,770,56756,33882,31284,59,178,false,55739,false,103809,27987,84561,false,55307,4902,20074,38,421732,7,2709.16,180.1195547580719,"[8, 50, 180, True]"
9170,501,26996,14108,15473,135,150,false,49249,false,173016,31248,85529,false,5893,23313,25929,83,178382,8,2645.66,180.099871635437,"[8, 50, 180, True]"
19413,609,22388,32185,19066,36,458,true,27847,true,300402,23958,87344,false,1376,7979,15948,183,28563,2,2650.34,180.11943101882935,"[8, 50, 180, True]"
8234,845,22260,12677,28296,97,53,true,59174,true,540811,8626,76338,false,30750,10832,31448,78,584933,10,2653.2,180.0855267047882,"[8, 50, 180, True]"
12229,845,8376,12677,13162,142,53,true,36219,false,540811,8626,77459,false,58893,16612,12909,24,523178,10,2619.31,180.08224821090698,"[8, 50, 180, True]"
5675,697,20093,14190,22603,61,55,true,46194,false,119732,28070,71706,true,42739,8488,9131,37,60116,9,2682.48,180.1198914051056,"[8, 50, 180, True]"
3747,845,8376,31768,28879,81,53,true,56025,false,540811,28814,57990,false,58893,2307,12909,24,523178,10,2644.99,180.10208296775818,"[8, 50, 180, True]"
14587,296,56484,1543,60841,5,110,false,32548,false,354109,44598,75659,true,50362,4560,56203,687,578223,7,2657.87,180.1213788986206,"[8, 50, 180, True]"
5675,697,20093,14190,22603,43,55,false,50134,false,119732,28070,75935,false,33791,12105,36798,13,60116,9,2656.9,180.09186816215515,"[8, 50, 180, True]"
19413,609,22388,32185,19066,36,71,true,27847,true,306169,39616,46850,false,1376,7979,15948,183,28563,7,2662.35,180.11749243736267,"[8, 50, 180, True]"
19413,986,57853,32185,19066,90,452,true,25264,false,150026,33625,75208,true,1376,6186,24812,183,28563,6,2653.84,180.09895610809326,"[8, 50, 180, True]"
7025,770,56756,33882,31284,322,178,false,55739,false,103809,27987,84561,false,55307,4902,20074,38,159256,9,2649.72,180.1181128025055,"[8, 50, 180, True]"
2731,689,57903,41321,33180,217,394,true,16771,false,150486,15180,72751,false,64,52090,54064,364,515969,7,2646.02,180.0895013809204,"[8, 50, 180, True]"
16025,586,38979,11551,82479,491,205,false,43692,false,337262,47189,63392,false,54956,18174,19481,387,366342,7,2641.1,180.1042037010193,"[8, 50, 180, True]"
7025,770,56756,33882,14903,328,178,false,55739,false,103809,27987,59808,false,55307,4902,20074,38,305208,9,2593.51,180.10553121566772,"[8, 50, 180, True]"
5537,296,58135,1543,60841,108,121,true,32548,false,354109,26161,36578,true,48327,9086,56203,687,578223,7,2641.93,180.09604287147522,"[8, 50, 180, True]"
3367,18,27107,1818,40665,15,493,true,23390,false,70658,29120,71928,true,60180,16531,19425,5,499635,7,1782.43,180.11302995681763,"[8, 50, 180, True]"
8959,205,7995,7233,92932,196,372,true,8839,false,495423,41870,79013,true,59491,2956,7849,37,62765,10,2750.81,180.10140895843506,"[8, 50, 180, True]"
3367,143,27107,1818,40665,15,428,true,23390,false,70658,29120,81946,true,60180,12700,19425,62,449676,7,2597.47,180.08009839057922,"[8, 50, 180, True]"
8959,205,7995,7233,92932,163,372,true,8839,false,495423,41870,79013,true,64212,2956,7849,37,62765,10,2602.58,180.1050567626953,"[8, 50, 180, True]"
8490,47,3709,53533,84096,79,181,true,55857,true,204513,57768,56362,false,18626,18248,33266,934,368083,4,2639.21,180.1152949333191,"[8, 50, 180, True]"
12223,186,12305,15471,40665,15,449,true,24330,false,70658,25680,71928,true,60180,637,19425,5,499635,8,1791.16,180.11515879631042,"[8, 50, 180, True]"
12229,460,8376,12677,13162,6,290,true,36219,false,540811,34873,73555,false,60636,3762,12909,24,448498,7,2700.34,180.08259224891663,"[8, 50, 180, True]"
3333,18,27533,29135,79252,8,342,false,31947,true,142006,53113,70525,false,61801,42525,34914,297,512108,2,2688.95,180.1135025024414,"[8, 50, 180, True]"
10885,872,43811,36695,65937,73,255,true,46428,true,480380,5728,52000,true,44496,336,13539,9,134686,10,2434.75,180.10021257400513,"[8, 50, 180, True]"
5675,442,20093,14190,34425,93,236,false,50134,false,119732,28070,67191,false,42950,12105,36798,13,163129,9,2615.46,180.08501768112183,"[8, 50, 180, True]"
3367,18,16809,1818,77028,15,340,false,36458,false,126904,29120,87655,true,60180,3929,19425,160,499635,10,2657.05,180.12241673469543,"[8, 50, 180, True]"
6972,262,27107,1818,40665,15,469,true,23390,true,70658,29120,39119,false,52640,914,19425,30,449676,7,2633.11,180.07340955734253,"[8, 50, 180, True]"
6972,262,27107,25811,40665,15,368,true,25895,true,70658,29120,72024,false,54500,914,13914,30,449676,7,2720.01,180.10450315475464,"[8, 50, 180, True]"
6972,262,27107,1818,28326,15,469,true,39068,true,70658,29120,39119,false,62377,914,19425,30,505739,7,2657.65,180.11833786964417,"[8, 50, 180, True]"
3367,128,16809,7816,77028,15,132,false,36458,false,126904,29120,87655,true,60180,3929,5021,11,445943,10,2395.64,180.08641910552979,"[8, 50, 180, True]"
12223,365,12305,15471,26315,15,383,true,24330,false,70658,34479,71928,true,60180,637,13832,23,405257,7,2703.54,180.09338665008545,"[8, 50, 180, True]"
7808,176,7995,7233,92932,52,372,true,8839,false,495423,41870,79013,true,58826,2956,7849,37,62765,6,2645.3,180.10541772842407,"[8, 50, 180, True]"
15443,697,20093,14190,22603,43,55,false,50134,false,119732,28070,75935,false,33791,866,18174,13,226187,9,2676.43,180.08770155906677,"[8, 50, 180, True]"
5675,180,20093,14190,61029,29,55,false,50134,false,119732,43943,75935,false,33791,2038,2695,20,60116,6,2528.72,180.11255812644958,"[8, 50, 180, True]"
3367,18,16809,23687,77028,15,340,false,36458,false,45593,29120,87655,false,58225,3771,12542,160,499635,4,2700.01,180.12074279785156,"[8, 50, 180, True]"
10576,760,51840,5903,46522,328,37,true,16915,false,66562,47864,57907,false,48166,1718,27248,107,118312,4,2552.3,180.11500883102417,"[8, 50, 180, True]"
6972,48,27107,14975,73345,15,469,true,55646,true,70658,29120,69772,false,55102,914,10615,30,449676,9,2530.58,180.12343192100525,"[8, 50, 180, True]"
6972,48,27107,25702,28885,15,279,true,37547,true,70658,29120,69772,false,55102,914,12920,200,434030,7,2639.4,180.1221776008606,"[8, 50, 180, True]"
7172,133,14418,30537,34425,26,330,false,50134,true,356725,35734,72265,true,42950,6512,36798,23,163129,6,2557.57,180.12144899368286,"[8, 50, 180, True]"
12223,365,12305,15471,26315,73,493,true,24330,false,70658,34479,71928,true,60180,4272,13832,207,405257,7,2643.1,180.12025094032288,"[8, 50, 180, True]"
12977,365,123,21095,40913,73,471,true,24330,false,70658,57027,91647,true,53012,2096,13832,34,554252,10,2624.77,180.1207480430603,"[8, 50, 180, True]"
5675,53,20093,14190,22603,43,55,false,50134,false,119732,28070,75935,false,39084,12105,36798,13,60116,9,2476.32,180.10908460617065,"[8, 50, 180, True]"
12223,365,12305,15471,26315,144,304,true,24330,false,70658,34479,72631,true,60180,637,13832,26,405257,7,2523.23,180.11598539352417,"[8, 50, 180, True]"
3367,193,27107,1818,89063,68,493,true,37921,false,174365,29120,83008,true,60180,53806,12235,83,499635,2,2621.14,180.11776542663574,"[8, 50, 180, True]"
