time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
55,20,25000,4,0.5,0.8909090909090909,65.24695739746093,0
30,35,15000,4,0.5,0.8545454545454544,41.11996304988861,0
40,20,25000,4,0.5,0.8909090909090909,50.25560433864594,0
40,40,25000,8,0.5,0.9118583155200968,66.05948886871337,0
30,40,15000,4,0.5,0.8909090909090909,42.45658700466156,0
30,20,20000,4,0.5,0.8545454545454544,39.049272131919864,0
55,20,20000,10,0.5,0.9030303030303028,70.04889433383941,1
55,45,30000,4,0.5,0.9030303030303028,77.87847821712494,1
30,20,25000,8,0.6,0.8787878787878788,44.967353677749635,1
30,45,15000,4,0.5,0.7939393939393938,43.3344651222229,1
