time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
55,20,25000,4,0.5,0.8909090909090909,65.24695739746093,0
30,35,15000,4,0.5,0.8545454545454544,41.11996304988861,0
50,30,50000,4,0.5,0.8666666666666665,74.16747741699218,1
40,40,15000,4,0.5,0.7575757575757575,52.07115504741669,1
30,35,20000,8,0.5,0.6484848484848483,50.13733289241791,1
50,35,20000,6,0.5,0.7696969696969697,65.97002141475677,1
55,45,25000,8,0.5,0.8303030303030302,84.37332303524018,2
45,45,10000,4,0.5,0.7454545454545454,56.35465760231018,2
40,20,20000,10,0.5,0.7454545454545454,55.16243891716003,2
55,40,40000,6,0.5,0.6848484848484848,86.44447464942932,3
