inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,5,3,2,10,0.8060606060606059,2.942746114730835,0
60,35,1,1,5,0.2121212121212121,2.8244700193405152,0
50,10,3,1,5,0.2727272727272727,2.858631467819214,0
50,5,1,3,10,0.33333333333333326,2.8774657249450684,0
60,20,1,1,5,-0.13939393939393938,2.798009753227234,0
90,35,1,3,35,0.33333333333333326,3.1970004558563234,1
50,10,2,1,10,0.07878787878787878,2.8655609846115113,1
80,35,3,2,15,0.2727272727272727,2.927871918678284,1
90,5,3,1,5,-0.5393939393939393,2.806780695915222,1
90,15,3,2,5,-0.24848484848484845,2.867715573310852,2
