time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5878787878787878,39.70908019542694,0
35,35,25000,4,0.9,0.6484848484848483,47.76543133258819,0
45,45,25000,4,0.6,0.6848484848484848,60.262696266174316,0
30,35,15000,8,0.5,0.4424242424242424,42.16703898906708,1
35,35,25000,4,0.5,0.6121212121212121,47.807875752449036,1
30,30,25000,6,0.5,0.34545454545454546,43.697553634643555,2
40,40,40000,4,0.5,0.3696969696969697,60.2192860364914,2
50,40,10000,8,0.5,0.41818181818181815,60.67914702892303,2
30,30,25000,10,0.5,-0.0303030303030303,46.54421954154968,3
55,35,40000,8,0.5,0.35757575757575755,80.34706676006317,3
