time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.5878787878787878,39.70908019542694,0
35,35,25000,4,0.5,0.6121212121212121,47.807875752449036,0
30,30,25000,10,0.5,-0.0303030303030303,46.54421954154968,1
40,40,40000,4,0.5,0.3696969696969697,60.2192860364914,1
50,40,10000,8,0.5,0.41818181818181815,60.67914702892303,1
45,35,10000,4,0.5,0.28484848484848485,52.66166205406189,1
40,30,30000,10,0.5,0.32121212121212117,58.85004577636719,1
55,35,40000,8,0.5,0.35757575757575755,80.34706676006317,2
35,25,50000,10,0.5,0.05454545454545454,58.849116230010985,2
45,45,25000,10,0.5,-0.2606060606060606,67.2228578567505,3
