ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,Off,Off,Off,Off,On,0.0790095329284668,5.665070295333862,1252968,34.92355418205261,2152160,10605,44.40525674819946,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,On,On,Off,On,0.11173605918884277,5.481493711471558,1251544,34.701157093048096,2152160,10605,42.75110077857971,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,Off,On,On,On,Off,On,On,Off,On,Off,On,Off,Off,Off,0.1066138744354248,5.534482717514038,1255640,34.67283892631531,2152160,10605,42.815473318099976,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,Off,0.0882880687713623,5.4744651317596436,1248872,34.813154220581055,2152160,10605,42.945329904556274,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,On,On,Off,0.08670926094055176,5.498209238052368,1248872,34.86088442802429,2152160,10605,42.902475357055664,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,Off,On,On,On,0.08852672576904297,5.516059398651123,1248872,34.793219327926636,2152160,10605,42.89122939109802,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,0.08580517768859863,5.490047454833984,1252968,34.68655347824097,2152160,10605,42.779324531555176,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,Off,On,On,Off,Off,Off,On,On,On,On,Off,On,Off,0.09591031074523926,5.479316234588623,1248872,34.689127683639526,2152160,10605,42.804136514663696,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,0.09102225303649902,5.537740230560303,1252968,34.63917803764343,2152160,10605,42.72918939590454,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,On,0.09546446800231934,5.552588701248169,1252968,34.684863328933716,2152160,10605,42.76389527320862,"[10, 50, 6, 4, 50]"
