inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,25,1,1,5,0.41818181818181815,2.7340140104293824,0
80,25,1,1,25,0.1515151515151515,2.7137483596801757,0
80,25,1,3,35,-0.2121212121212121,2.6982527017593383,0
80,25,1,2,10,0.32121212121212117,2.734142708778381,1
50,20,1,2,35,0.34545454545454546,2.877244758605957,1
90,25,1,2,5,-0.2606060606060606,2.742246913909912,2
80,20,1,3,10,0.309090909090909,2.777242088317871,2
70,25,1,2,5,0.23636363636363633,2.753131604194641,2
80,25,1,2,35,-0.09090909090909088,2.7479999542236326,2
80,20,3,1,10,0.2727272727272727,2.7623204231262206,2
