fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,On,Off,On,Off,On,Off,On,Off,On,On,Off,Off,On,Off,Off,On,Off,Off,0.07273697853088379,2.8191447257995605,"[50, 25, 1, 4, 15]",0.5393939393939393
On,On,Off,Off,On,On,On,On,On,On,On,On,Off,On,On,On,Off,Off,On,Off,0.07429790496826172,2.745004177093506,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,0.07900238037109375,2.7974953651428223,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,Off,On,Off,On,Off,On,On,On,On,Off,Off,On,On,Off,On,Off,On,Off,Off,0.07922959327697754,2.8449535369873047,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,On,On,On,Off,On,Off,0.0804893970489502,2.8203961849212646,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,Off,On,Off,0.08059954643249512,2.8320374488830566,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,0.08121204376220703,2.8814187049865723,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,On,On,Off,On,Off,On,On,On,Off,On,Off,On,Off,Off,On,Off,0.08129501342773438,2.881683588027954,"[50, 25, 1, 4, 15]",0.5393939393939393
On,On,On,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,Off,Off,0.08349919319152832,2.8726189136505127,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,0.08362054824829102,2.8565757274627686,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,On,Off,Off,Off,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,Off,Off,On,0.08389759063720703,2.9225950241088867,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,On,On,Off,On,On,Off,On,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,0.08418393135070801,2.843841075897217,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,Off,0.08507537841796875,2.8743393421173096,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,On,On,On,On,Off,On,Off,0.08564305305480957,2.9294652938842773,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,0.08586454391479492,2.894631862640381,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,0.08622550964355469,2.7916693687438965,"[50, 25, 1, 4, 15]",0.5393939393939393
On,On,Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,On,Off,Off,Off,Off,0.08716201782226562,2.8960330486297607,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,0.0872049331665039,2.9026012420654297,"[50, 25, 1, 4, 15]",0.5393939393939393
Off,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,0.0873572826385498,2.8045456409454346,"[50, 25, 1, 4, 15]",0.5393939393939393
On,Off,On,Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,Off,On,Off,0.08802390098571777,2.8056392669677734,"[50, 25, 1, 4, 15]",0.5393939393939393
