ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,On,On,Off,Off,On,On,Off,On,On,Off,On,On,On,Off,Off,Off,On,Off,On,0.0820460319519043,5.595309495925903,1252968,34.88310623168945,2152160,10605,43.19898796081543,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,Off,Off,0.08882260322570801,5.5148866176605225,1252968,34.78719711303711,2152160,10605,42.907586336135864,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,On,Off,On,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,0.1109304428100586,5.527451276779175,1252968,34.79643988609314,2152160,10605,42.88496923446655,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,Off,On,On,0.07944321632385254,5.533525466918945,1252968,34.79357981681824,2152160,10605,42.937443256378174,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,0.09482216835021973,5.537567853927612,1252968,34.609973669052124,2152160,10605,42.78409504890442,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,On,Off,On,Off,On,Off,Off,On,On,Off,Off,On,0.09506845474243164,5.487995862960815,1248872,34.72589373588562,2152160,10605,42.86432075500488,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,On,0.10251951217651367,5.516950845718384,1255640,34.75930094718933,2152160,10605,42.927149295806885,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,On,0.09841752052307129,5.542152643203735,1251544,34.8001708984375,2152160,10605,42.896905183792114,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,On,On,On,On,On,On,On,On,Off,On,Off,0.1071627140045166,5.510156154632568,1248872,34.658382177352905,2152160,10605,42.7419171333313,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,On,0.10193729400634766,5.526715517044067,1252968,34.75151348114014,2152160,10605,42.83209156990051,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,Off,On,Off,Off,On,Off,0.08157062530517578,5.492269515991211,1248872,34.59519338607788,2152160,10605,42.766191482543945,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,0.08563733100891113,5.551321029663086,1252968,34.72427678108215,2152160,10605,42.92516112327576,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,Off,On,0.09575152397155762,5.4922566413879395,1251544,34.596954107284546,2152160,10605,42.80463361740112,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,Off,On,Off,On,0.09578275680541992,5.502176284790039,1252968,34.72784423828125,2152160,10605,42.91734266281128,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,0.09455704689025879,5.512853622436523,1252968,34.58740782737732,2152160,10605,42.65711069107056,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,Off,On,On,Off,Off,On,Off,Off,On,On,Off,Off,Off,Off,0.09268689155578613,5.4968016147613525,1248872,34.627872467041016,2152160,10605,42.660313844680786,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,On,Off,On,Off,Off,Off,0.0903024673461914,5.484282970428467,1255640,34.77381181716919,2152160,10605,42.73102045059204,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,On,On,0.08431720733642578,5.4993157386779785,1252968,34.61120247840881,2152160,10605,42.7221794128418,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,On,On,On,Off,0.08898758888244629,5.4938249588012695,1252968,34.605188846588135,2152160,10605,42.67210555076599,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,0.07683587074279785,5.524533033370972,1248872,34.74425220489502,2152160,10605,42.8909375667572,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,Off,0.09467172622680664,5.541837215423584,1252968,34.62322950363159,2152160,10605,42.826090574264526,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,Off,On,On,Off,Off,0.08510923385620117,5.476434946060181,1252968,34.61622476577759,2152160,10605,42.60368347167969,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,On,On,Off,On,On,On,Off,On,Off,On,On,On,On,0.0764775276184082,5.494172096252441,1252968,34.629555225372314,2152160,10605,42.71806216239929,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,On,On,0.07788372039794922,5.491016864776611,1248872,34.62297034263611,2152160,10605,42.59777522087097,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,On,0.08803200721740723,5.489748239517212,1251544,34.764283418655396,2152160,10605,42.751450300216675,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,Off,Off,Off,On,0.09631538391113281,5.4986560344696045,1248872,34.657286643981934,2152160,10605,42.79519844055176,"[10, 50, 6, 4, 50]"
