innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,cost,fidelity,prepare_time,run_time,clean_time
450,893982336,21408,576468352,90913304,598693184,57306,643164032,1,90,11892075520,10447,3426440448,27,133625328,minimal,4448,87451624,38,568652,235.22,252.5240306854248,"[180, 50, 100000, 4, 0.5]",67.03009057044983,180.1246075630188,1.765949010848999
763,327449632,11231,52751424,60988264,493352128,113526,443385952,0,15,14781188096,20218,453904512,103,1242786,minimal,6344,65995200,72,173625,266.56,244.31275701522827,"[180, 50, 100000, 4, 0.5]",59.87670612335205,180.1274654865265,1.2222466468811035
540,754201088,31386,819139904,26485016,51170196,29964,268162416,1,27,13213300736,24429,1733703040,37,82170288,noblob,9834,102610944,89,958991,229.71,250.9696443080902,"[180, 50, 100000, 4, 0.5]",66.08089089393616,180.15184092521667,1.65791916847229
228,171532192,1253,296473312,123577312,1036281792,71772,868465152,2,53,10803938304,4410,2959117568,95,50451172,full,333,12965348,24,282745,318.08,242.6634612083435,"[180, 50, 100000, 4, 0.5]",58.44780683517456,180.1526427268982,0.9691147804260254
87,564768640,15963,444111936,114043152,729693952,6090,52537220,1,48,15598065664,27708,2368263424,55,27384550,minimal,2061,18801358,4,497072,234.48,248.28374338150024,"[180, 50, 100000, 4, 0.5]",63.22253346443176,180.12395000457764,1.8499503135681152
650,124044544,26611,989872704,369245,364309440,95650,1058654208,2,70,12401775616,2995,1511944320,75,105241016,minimal,7779,130454256,87,760279,249.32,250.98795986175537,"[180, 50, 100000, 4, 0.5]",66.56586575508118,180.19509720802307,1.1393098831176758
935,940869888,5990,150454736,36906004,199086624,49688,714052992,1,82,11620472832,11864,642105728,16,45285028,noblob,6832,37106376,52,106742,251.29,244.63307404518127,"[180, 50, 100000, 4, 0.5]",59.44671273231506,180.09728813171387,1.9926412105560303
372,517596800,36584,697263872,83539688,890601984,121148,381156000,0,10,13725249536,16926,4050852096,115,89587192,full,3649,82665208,36,651169,252.24,258.57192516326904,"[180, 50, 100000, 4, 0.5]",73.36085224151611,180.0883183479309,2.039473056793213
269,708823168,8651,1020037248,55472276,988851648,9768,79465048,1,41,10635476992,15947,3718026752,71,36702472,noblob,9528,31051340,94,358533,246.21,248.39013838768005,"[180, 50, 100000, 4, 0.5]",62.99365282058716,180.09190917015076,2.2168874740600586
957,217231104,38911,498357760,92800480,70811544,83594,948233984,2,64,13381900288,13534,178933504,60,97782360,full,1304,117547000,17,899069,254.02,253.15429162979126,"[180, 50, 100000, 4, 0.5]",68.934237241745,180.13585901260376,0.9931731224060059
742,864215808,18618,776188096,129070760,441664736,37100,756202496,1,76,14612420608,1905,1995567616,128,19082568,minimal,4791,49486408,46,249443,236.12,250.94438004493713,"[180, 50, 100000, 4, 0.5]",65.65839409828186,180.13765382766724,2.0346810817718506
54,357536096,28944,255555440,24702330,614207424,125342,288019776,0,4,12060371968,29516,2714191872,4,113716760,minimal,5410,69890048,68,508698,254.16,249.12548446655273,"[180, 50, 100000, 4, 0.5]",64.81070899963379,180.15477466583252,1.061274528503418
132,1054834432,34338,82322936,15299239,841075072,60978,566807040,1,96,14220255232,6098,2626621952,106,73868816,noblob,7163,99697920,59,707456,226.26,253.05228352546692,"[180, 50, 100000, 4, 0.5]",65.54882597923279,180.09862327575684,4.311330080032349
570,403838592,3288,630258496,102823928,216630208,101468,502310656,0,21,11125006336,23454,1270459392,23,58926400,full,2722,53095776,31,35070,291.11,246.638277053833,"[180, 50, 100000, 4, 0.5]",61.93389582633972,180.16588640213013,1.4547977447509766
847,660757376,24356,375851104,68587152,310524320,17390,140967024,1,34,12897086464,22001,937591552,84,125043280,minimal,1772,114989272,8,816536,222.52,257.2725718021393,"[180, 50, 100000, 4, 0.5]",72.01037859916687,180.15527749061584,2.0205860137939453
