inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,5,1,1,10,0.49090909090909085,2.8395812034606935,0
90,5,3,1,25,0.6121212121212121,2.9115729331970215,0
50,35,2,1,5,0.33333333333333326,2.868650770187378,1
90,25,3,2,10,0.4424242424242424,2.9001405000686646,1
50,25,2,2,25,0.19999999999999998,3.554421877861023,2
50,20,3,1,25,0.18787878787878787,2.919081783294678,2
70,35,2,3,10,0.19999999999999998,3.19947555065155,2
50,35,3,1,10,-0.19999999999999998,2.936285924911499,3
50,10,3,1,35,-0.24848484848484845,2.9295081377029417,3
80,35,1,1,35,0.11515151515151514,2.954195737838745,3
