inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
90,5,3,1,25,0.6121212121212121,2.9115729331970215,0
90,5,1,1,10,0.6,2.8296433210372927,0
60,5,1,1,10,0.49090909090909085,2.8395812034606935,1
50,5,3,2,25,0.49090909090909085,3.0275987148284913,1
90,10,3,1,10,-0.4666666666666666,2.850082588195801,2
50,20,1,3,25,0.4666666666666666,3.132992911338806,2
90,25,3,2,10,0.4424242424242424,2.9001405000686646,2
90,25,1,2,10,0.1515151515151515,2.8508939504623414,2
50,35,2,1,5,0.33333333333333326,2.868650770187378,2
60,5,3,1,10,0.2121212121212121,2.85868980884552,2
