time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
50,35,20000,6,0.5,0.8666666666666665,65.94081475734711,0
30,20,20000,10,0.5,0.8545454545454544,44.95726840496063,0
40,45,45000,4,0.5,0.9515151515151514,71.33333702087403,0
30,25,10000,6,0.5,0.6484848484848483,38.735215640068056,0
30,45,20000,6,0.5,0.8666666666666665,49.862281274795535,0
30,20,20000,4,0.5,0.7696969696969697,39.23862535953522,0
30,20,20000,6,0.5,0.8303030303030302,40.839252018928526,0
30,35,20000,6,0.5,0.6363636363636362,46.225505113601685,1
45,25,40000,10,0.5,0.8666666666666665,75.77128732204437,1
30,30,50000,4,0.5,0.8545454545454544,54.63431804180145,1
