fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,Off,On,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,On,Off,0.08433866500854492,1.6507165431976318,515192,34.315706729888916,2152160,10605,39.99267864227295,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,On,Off,Off,Off,Off,0.08987855911254883,1.5402555465698242,521896,34.11646246910095,2152160,10605,38.47276973724365,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,Off,On,Off,On,0.07459640502929688,1.5174174308776855,521896,34.01729989051819,2152160,10605,38.3456335067749,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,Off,On,On,On,On,On,On,On,On,Off,Off,On,0.10660862922668457,1.5058643817901611,515000,34.060073375701904,2152160,10605,38.33984971046448,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,On,Off,0.09603166580200195,1.5197937488555908,513896,34.0291166305542,2152160,10605,38.30948448181152,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,On,On,Off,On,On,Off,On,On,Off,On,On,Off,0.07669425010681152,1.471437692642212,513896,34.04059720039368,2152160,10605,38.093339681625366,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,Off,On,On,Off,On,0.08421826362609863,1.4567530155181885,523192,33.99457907676697,2152160,10605,38.11719250679016,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,On,Off,Off,On,Off,On,On,0.0981450080871582,1.5173535346984863,523384,34.09700846672058,2152160,10605,38.21787762641907,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,On,On,On,Off,Off,On,On,On,Off,Off,Off,Off,On,Off,On,0.08098721504211426,1.522157907485962,513896,34.10213589668274,2152160,10605,38.2304847240448,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,Off,Off,On,On,On,On,On,Off,On,Off,On,On,Off,On,Off,0.09693455696105957,1.4811389446258545,523384,34.251925468444824,2152160,10605,38.42925453186035,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,On,Off,0.0921163558959961,1.4733169078826904,522088,34.14206337928772,2152160,10605,38.25934600830078,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,On,Off,On,Off,Off,On,Off,0.08508110046386719,1.5088720321655273,513704,34.06875419616699,2152160,10605,38.12855386734009,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,Off,On,On,Off,On,0.08380341529846191,1.4807934761047363,515192,34.06080436706543,2152160,10605,38.093687772750854,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,On,Off,0.08185839653015137,1.4943726062774658,523192,34.05108618736267,2152160,10605,38.235292196273804,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,Off,Off,On,On,Off,Off,On,On,On,On,On,On,Off,On,0.09253907203674316,1.473296880722046,523192,34.06524467468262,2152160,10605,38.17675065994263,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,On,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,Off,On,0.09425663948059082,1.5386242866516113,513704,34.01534461975098,2152160,10605,38.237321853637695,"[10, 50, 6, 4, 50]"
On,On,On,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,On,0.0815279483795166,1.5916857719421387,521896,34.074692249298096,2152160,10605,38.31094408035278,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,Off,On,On,On,On,On,On,On,Off,On,On,On,On,0.09803175926208496,1.5145092010498047,523192,34.06162405014038,2152160,10605,38.26058006286621,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,Off,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,Off,0.09319353103637695,1.5216422080993652,513896,34.07987380027771,2152160,10605,38.25196671485901,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,On,On,On,On,Off,On,On,Off,Off,Off,On,On,On,Off,0.08748006820678711,1.4676244258880615,515192,34.01003932952881,2152160,10605,38.28582549095154,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,On,Off,On,Off,Off,On,Off,Off,On,On,Off,On,Off,0.09773492813110352,1.5270628929138184,515192,34.05219101905823,2152160,10605,38.227071046829224,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,On,0.08884382247924805,1.5241360664367676,521896,34.07483649253845,2152160,10605,38.25263857841492,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,Off,Off,On,Off,On,Off,Off,Off,On,On,On,Off,Off,On,0.08406519889831543,1.4800479412078857,515000,34.01979374885559,2152160,10605,38.02189302444458,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,0.0969550609588623,1.5563328266143799,522088,34.10067534446716,2152160,10605,38.27449893951416,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,Off,Off,On,0.09256124496459961,1.5300908088684082,513896,34.11918044090271,2152160,10605,38.3475558757782,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,On,Off,On,Off,Off,Off,On,On,0.09147477149963379,1.5376722812652588,521896,34.070794343948364,2152160,10605,38.2376823425293,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,On,Off,On,Off,Off,0.09436178207397461,1.5011987686157227,513704,34.060062408447266,2152160,10605,38.19265866279602,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,On,On,Off,0.09081149101257324,1.4603135585784912,513896,34.10035490989685,2152160,10605,38.261040687561035,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,On,On,On,On,Off,On,On,On,Off,Off,On,On,Off,On,0.10698366165161133,1.5191655158996582,515192,34.01379203796387,2152160,10605,38.20851492881775,"[10, 50, 6, 4, 50]"
