inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,10,3,1,20,0.6606060606060605,2.86099796295166,0
80,10,2,1,20,0.7454545454545454,2.915335750579834,0
80,10,3,1,10,0.23636363636363633,2.829093813896179,0
80,25,2,2,5,0.5151515151515151,2.867044949531555,1
60,25,3,2,25,0.5636363636363636,3.3055317640304565,1
50,5,3,1,10,0.05454545454545454,2.8381879806518553,1
80,5,2,1,20,-0.12727272727272726,2.8373863697052,1
50,10,3,1,10,0.09090909090909088,2.860484170913696,1
80,5,1,1,15,-0.4787878787878787,2.8443548679351807,2
50,10,2,2,20,0.43030303030303024,3.0366976499557494,2
