inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,25,1,1,5,0.5757575757575757,2.78379282951355,0
80,15,1,2,5,0.3696969696969697,2.8373074769973754,1
90,10,3,1,20,0.18787878787878787,2.854272246360779,2
70,20,2,1,20,0.309090909090909,2.939215803146362,2
80,15,1,1,20,0.09090909090909088,2.838123917579651,2
50,10,3,1,5,0.28484848484848485,2.873032546043396,2
50,20,1,1,5,0.17575757575757575,2.856084418296814,3
50,25,1,1,20,-0.006060606060606061,2.8506476163864134,3
60,35,1,1,15,-0.24848484848484845,2.845985746383667,3
60,35,2,4,15,0.2727272727272727,3.3350911378860473,3
