inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,25,1,1,5,0.5757575757575757,2.78379282951355,0
80,15,1,2,5,0.3696969696969697,2.8373074769973754,1
80,10,1,2,5,-0.19999999999999998,2.828698682785034,1
70,20,2,2,5,0.4787878787878787,2.849367594718933,1
60,25,1,1,5,0.05454545454545454,2.833420252799988,1
80,15,1,1,20,0.09090909090909088,2.838123917579651,2
90,10,3,1,20,0.18787878787878787,2.854272246360779,2
70,20,2,1,20,0.309090909090909,2.939215803146362,2
50,10,3,1,5,0.28484848484848485,2.873032546043396,2
60,35,1,1,15,-0.24848484848484845,2.845985746383667,3
