innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
932,128256835,666,797060032,111227825,404177102,116772,719216158,0,98,14180616378,4986,2787848156,104,35760291,noblob,8041,95654683,15,378693,349.28,246.19338035583496,"[180, 50, 100000, 4, 0.5]",1
402,128256835,666,461199283,99533786,404177102,118451,998264112,0,98,14180616378,203,2655133304,40,35760291,full,8041,25335747,55,291038,334.94,249.41305088996887,"[180, 50, 100000, 4, 0.5]",1
932,128256835,666,797060032,99533786,404177102,116772,556186330,0,98,14180616378,4986,2787848156,104,35760291,noblob,8041,95654683,15,171451,334.32,245.15217900276184,"[180, 50, 100000, 4, 0.5]",1
932,128256835,666,148968332,99533786,404177102,94800,556186330,0,98,14180616378,4986,2787848156,104,37379968,minimal,8041,77800219,38,171451,333.3,251.78623414039612,"[180, 50, 100000, 4, 0.5]",1
319,128256835,666,461199283,126542767,491334856,94800,155286290,0,98,14180616378,28962,2655133304,100,37379968,minimal,859,77800219,72,779354,333.17,250.99231338500977,"[180, 50, 100000, 4, 0.5]",1
319,128256835,666,148968332,107542334,404177102,123876,155286290,0,98,14180616378,14128,2655133304,100,37379968,minimal,859,77800219,38,779354,333.03,252.51130485534668,"[180, 50, 100000, 4, 0.5]",1
395,14274118,666,148968332,99533786,491334856,94800,155286290,0,98,14835282857,28962,2227295176,100,37379968,noblob,451,13769402,15,349079,332.61,246.7246551513672,"[180, 50, 100000, 4, 0.5]",1
319,128256835,666,461199283,126542767,491334856,94800,155286290,0,37,14180616378,20142,2655133304,100,37379968,minimal,859,71011310,72,779354,331.99,247.47760343551636,"[180, 50, 100000, 4, 0.5]",1
145,128256835,666,461199283,99533786,404177102,118451,998264112,0,98,14180616378,2286,2655133304,40,35760291,noblob,451,95654683,55,171451,331.67,247.35601258277893,"[180, 50, 100000, 4, 0.5]",1
145,14274118,666,148968332,99533786,491334856,94800,155286290,0,98,14835282857,28962,2227295176,100,37379968,noblob,451,13769402,15,349079,331.64,253.44639682769775,"[180, 50, 100000, 4, 0.5]",1
145,14274118,666,148968332,6457773,404177102,94800,998264112,0,98,14180616378,203,2227295176,40,37379968,minimal,10071,43188155,38,349079,330.85,249.786150932312,"[180, 50, 100000, 4, 0.5]",1
145,14274118,666,461199283,6457773,404177102,118451,998264112,0,5,14180616378,203,2655133304,40,37379968,minimal,10071,25335747,38,291038,330.35,257.2493236064911,"[180, 50, 100000, 4, 0.5]",1
223,128256835,666,797060032,99533786,404177102,116772,556186330,0,98,14180616378,4986,2787848156,104,108271111,noblob,8041,95654683,15,171451,329.98,248.84271717071533,"[180, 50, 100000, 4, 0.5]",1
932,128256835,666,461199283,99533786,404177102,116772,998264112,0,98,14180616378,1828,2655133304,40,35760291,full,8041,25335747,15,291038,329.06,255.10247945785522,"[180, 50, 100000, 4, 0.5]",1
697,128256835,666,797060032,99533786,491334856,116772,155286290,0,98,14180616378,28962,2655133304,100,37379968,noblob,859,77800219,15,171451,328.7,257.2537190914154,"[180, 50, 100000, 4, 0.5]",1
319,128256835,666,461199283,126542767,491334856,94800,155286290,0,98,14180616378,28962,2655133304,100,37379968,minimal,859,77800219,72,779354,328.53,259.0879726409912,"[180, 50, 100000, 4, 0.5]",1
319,128256835,666,148968332,107542334,404177102,94800,155286290,0,98,14180616378,26064,2655133304,100,37379968,minimal,859,77800219,38,779354,328.47,259.19723892211914,"[180, 50, 100000, 4, 0.5]",1
402,128256835,666,461199283,99533786,404177102,118451,998264112,0,5,12107761068,203,2655133304,40,35760291,full,8041,25335747,55,291038,327.43,254.06953597068787,"[180, 50, 100000, 4, 0.5]",1
145,128256835,666,797060032,6457773,404177102,42323,556186330,0,98,12240435422,203,2655133304,104,35760291,noblob,8041,95654683,15,349079,326.81,252.72988080978394,"[180, 50, 100000, 4, 0.5]",1
145,14274118,666,148968332,126542767,491334856,94800,155286290,0,98,14180616378,4986,2227295176,40,37379968,minimal,451,43188155,38,349079,326.39,249.53202605247498,"[180, 50, 100000, 4, 0.5]",1
