fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.0871732234954834,1.6428816318511963,523384,34.29934787750244,2152160,10605,40.06447911262512,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,0.08932161331176758,1.5239622592926025,523384,34.172016620635986,2152160,10605,38.36851239204407,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.09447574615478516,1.5287892818450928,513896,34.050373792648315,2152160,10605,38.24485445022583,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.09574532508850098,1.5006625652313232,521896,34.10209631919861,2152160,10605,38.163270711898804,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,0.10071158409118652,1.4936442375183105,515192,34.170538902282715,2152160,10605,38.39130687713623,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.08757853507995605,1.5114405155181885,515000,34.17328906059265,2152160,10605,38.322017192840576,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,0.0935983657836914,1.5232656002044678,522088,34.111889600753784,2152160,10605,38.313764333724976,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,Off,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,0.07750630378723145,1.514528512954712,521896,34.16014838218689,2152160,10605,38.22191309928894,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,0.08768129348754883,1.5056421756744385,513704,34.11425852775574,2152160,10605,38.27448320388794,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,0.10318636894226074,1.4675536155700684,515000,34.12638759613037,2152160,10605,38.28281259536743,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.09515810012817383,0.15269875526428223,28800,0.1224977970123291,17178,286,2.9173409938812256,"[70, 5, 1, 1, 15]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,0.08606123924255371,0.14060711860656738,28800,0.11143040657043457,17178,286,2.758955240249634,"[70, 5, 1, 1, 15]"
On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.08875298500061035,0.14622998237609863,27760,0.0907447338104248,17178,286,2.8107545375823975,"[70, 5, 1, 1, 15]"
Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.08662962913513184,0.152724027633667,27760,0.0955195426940918,17178,286,2.7859482765197754,"[70, 5, 1, 1, 15]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,0.08296513557434082,0.18025517463684082,28800,0.09580826759338379,17178,286,2.833834648132324,"[70, 5, 1, 1, 15]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.08564257621765137,0.13361573219299316,28800,0.09026193618774414,17178,286,2.8709003925323486,"[70, 5, 1, 1, 15]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,0.09519433975219727,0.14328241348266602,27760,0.09904813766479492,17178,286,2.7998359203338623,"[70, 5, 1, 1, 15]"
Off,On,Off,On,On,On,Off,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,0.10121273994445801,0.1528921127319336,27760,0.08905339241027832,17178,286,2.8034098148345947,"[70, 5, 1, 1, 15]"
Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,0.09451723098754883,0.1344926357269287,27760,0.08839726448059082,17178,286,2.836657762527466,"[70, 5, 1, 1, 15]"
On,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,0.08747982978820801,0.13870882987976074,28800,0.0950002670288086,17178,286,2.778031349182129,"[70, 5, 1, 1, 15]"
On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.09292769432067871,0.14865422248840332,18680,0.11522841453552246,39820,329,2.8833608627319336,"[50, 20, 1, 3, 10]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,0.07509922981262207,0.15720820426940918,18680,0.10557723045349121,39820,329,2.873603105545044,"[50, 20, 1, 3, 10]"
On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.08596086502075195,0.1532905101776123,17648,0.09142208099365234,39820,329,2.785305976867676,"[50, 20, 1, 3, 10]"
Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.08448052406311035,0.15917611122131348,17648,0.09877777099609375,39820,329,2.7814230918884277,"[50, 20, 1, 3, 10]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,0.09399938583374023,0.1499021053314209,18680,0.0950171947479248,39820,329,2.879348039627075,"[50, 20, 1, 3, 10]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.09040236473083496,0.15171074867248535,18680,0.1143794059753418,39820,329,2.8469018936157227,"[50, 20, 1, 3, 10]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,0.10303735733032227,0.16686272621154785,17648,0.09348583221435547,39820,329,2.8393771648406982,"[50, 20, 1, 3, 10]"
Off,On,Off,On,On,On,Off,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,0.08270525932312012,0.14265131950378418,17648,0.10558891296386719,39820,329,2.9157443046569824,"[50, 20, 1, 3, 10]"
Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,0.08353567123413086,0.15487170219421387,17648,0.13290977478027344,39820,329,3.014766216278076,"[50, 20, 1, 3, 10]"
On,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,0.08146405220031738,0.15052533149719238,18680,0.11286091804504395,39820,329,2.8838613033294678,"[50, 20, 1, 3, 10]"
On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.10102319717407227,0.3116183280944824,28168,0.27195215225219727,134827,871,3.19307804107666,"[90, 35, 2, 2, 25]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,0.07843756675720215,0.25340700149536133,28168,0.271803617477417,134827,871,3.0530266761779785,"[90, 35, 2, 2, 25]"
On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.09847664833068848,0.30608224868774414,27128,0.2563812732696533,134827,871,3.1169605255126953,"[90, 35, 2, 2, 25]"
Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.08196234703063965,0.2906761169433594,27128,0.27315402030944824,134827,871,3.085825204849243,"[90, 35, 2, 2, 25]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,0.0822598934173584,0.29114747047424316,28168,0.2655367851257324,134827,871,3.223609447479248,"[90, 35, 2, 2, 25]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.07619643211364746,0.3043241500854492,28168,0.2696340084075928,134827,871,3.116483449935913,"[90, 35, 2, 2, 25]"
Off,On,On,On,Off,Off,On,On,On,Off,Off,Off,On,Off,On,Off,Off,On,On,Off,0.0960690975189209,0.26921796798706055,27128,0.297954797744751,134827,871,3.156949758529663,"[90, 35, 2, 2, 25]"
Off,On,Off,On,On,On,Off,Off,On,Off,On,On,Off,Off,Off,On,Off,On,Off,Off,0.08881044387817383,0.2996363639831543,27128,0.26981520652770996,134827,871,3.1914496421813965,"[90, 35, 2, 2, 25]"
Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,Off,0.08406186103820801,0.2995786666870117,27128,0.2653319835662842,134827,871,3.1224820613861084,"[90, 35, 2, 2, 25]"
On,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,0.08380365371704102,0.2704925537109375,28168,0.26903367042541504,134827,871,3.0348565578460693,"[90, 35, 2, 2, 25]"
On,On,Off,On,On,On,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,0.09886026382446289,0.2142314910888672,184960,0.2813389301300049,140951,933,3.0441980361938477,"[50, 35, 2, 1, 35]"
On,On,On,On,Off,Off,Off,On,Off,Off,Off,On,On,On,Off,On,On,Off,On,Off,0.08059287071228027,0.22362279891967773,184960,0.24537110328674316,140951,933,3.0610198974609375,"[50, 35, 2, 1, 35]"
On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,Off,On,0.09169936180114746,0.1993856430053711,179776,0.2504589557647705,140951,933,2.9713990688323975,"[50, 35, 2, 1, 35]"
Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,Off,On,0.08188223838806152,0.18986892700195312,183800,0.2640798091888428,140951,933,2.9759294986724854,"[50, 35, 2, 1, 35]"
Off,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,On,On,Off,Off,On,On,Off,On,0.08823418617248535,0.2314310073852539,180864,0.25031447410583496,140951,933,3.058054208755493,"[50, 35, 2, 1, 35]"
On,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,On,0.09115910530090332,0.22588253021240234,180792,0.2576775550842285,140951,933,3.046107530593872,"[50, 35, 2, 1, 35]"
