time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,35,10000,4,0.5,0.709090909090909,38.097945141792295,0
50,35,20000,6,0.5,0.6969696969696969,62.57633092403412,1
40,40,35000,4,0.5,0.6848484848484848,57.3849157333374,1
30,20,20000,4,0.5,-0.13939393939393938,38.265906143188474,1
30,35,10000,6,0.9,0.4666666666666666,38.88556554317474,1
30,20,20000,6,0.5,0.6848484848484848,38.89812462329864,1
35,30,20000,6,0.7,0.6606060606060605,46.838290333747864,2
30,35,20000,6,0.5,0.6484848484848483,42.69874279499054,2
30,30,20000,6,0.9,0.5714312110592608,41.5025527715683,2
30,30,20000,6,0.5,0.5393939393939393,41.53804528713226,3
