ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,Off,On,Off,Off,On,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,On,0.07772326469421387,5.567655324935913,1252968,34.96908211708069,2152160,10605,43.34487247467041,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,Off,On,On,On,Off,On,On,On,On,On,On,Off,0.08469295501708984,5.474766254425049,1251544,34.79129505157471,2152160,10605,42.914854764938354,"[10, 50, 6, 4, 50]"
Off,On,Off,On,On,On,On,Off,Off,On,On,On,On,Off,On,Off,On,Off,On,On,0.09563374519348145,5.535067081451416,1252968,34.796061754226685,2152160,10605,42.96324825286865,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,0.08135461807250977,5.514051675796509,1248872,34.63260793685913,2152160,10605,42.79821252822876,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,On,On,Off,On,Off,On,On,On,0.09967899322509766,5.491256952285767,1248872,34.62446093559265,2152160,10605,42.74980902671814,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,Off,On,On,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,0.08919382095336914,5.555101633071899,1255640,34.784029722213745,2152160,10605,42.934505224227905,"[10, 50, 6, 4, 50]"
Off,On,On,Off,On,On,On,On,On,Off,Off,On,On,On,On,On,On,On,Off,On,0.09851384162902832,5.488286972045898,1248872,34.61057901382446,2152160,10605,42.717002153396606,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,Off,0.09198665618896484,5.5510594844818115,1252968,34.748934745788574,2152160,10605,42.91277360916138,"[10, 50, 6, 4, 50]"
On,On,On,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,On,On,0.09858369827270508,5.487378835678101,1248872,34.82255578041077,2152160,10605,42.90560841560364,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,Off,Off,0.10709667205810547,5.500916481018066,1255640,34.64169144630432,2152160,10605,42.800787925720215,"[10, 50, 6, 4, 50]"
Off,On,On,On,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,On,Off,On,0.10002613067626953,5.550586938858032,1248872,34.75755262374878,2152160,10605,42.91692137718201,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,Off,Off,Off,Off,Off,On,Off,On,Off,On,Off,On,Off,On,Off,0.08941793441772461,5.510971784591675,1252968,34.59171748161316,2152160,10605,42.74587917327881,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,Off,On,On,On,On,Off,Off,Off,Off,On,Off,On,Off,Off,On,0.0926055908203125,5.566025018692017,1252968,34.67269253730774,2152160,10605,42.86927819252014,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,Off,On,On,On,On,Off,On,Off,On,On,Off,0.07867574691772461,5.517536163330078,1251544,34.761263608932495,2152160,10605,42.89441752433777,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,Off,Off,Off,On,On,0.0963129997253418,5.500166893005371,1252968,34.63165831565857,2152160,10605,42.71313500404358,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,Off,On,On,On,Off,Off,On,On,On,On,On,On,Off,Off,0.09073328971862793,5.567540168762207,1248872,34.626925468444824,2152160,10605,42.921560287475586,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,On,Off,Off,On,Off,Off,Off,Off,On,Off,Off,On,On,On,On,0.08854389190673828,5.513856649398804,1252968,34.761345624923706,2152160,10605,42.71603465080261,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,On,Off,Off,Off,Off,0.09450912475585938,5.529154539108276,1248872,34.75826048851013,2152160,10605,42.88847780227661,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,Off,On,0.1035315990447998,5.565109729766846,1255640,34.783316135406494,2152160,10605,42.91830372810364,"[10, 50, 6, 4, 50]"
On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,On,On,Off,On,Off,0.0928034782409668,5.501009702682495,1248872,34.638426303863525,2152160,10605,42.830076932907104,"[10, 50, 6, 4, 50]"
On,On,On,On,Off,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,Off,Off,On,0.08479809761047363,5.478505849838257,1248872,34.74970841407776,2152160,10605,42.85183501243591,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,On,Off,0.07605242729187012,5.504251003265381,1252968,34.63750600814819,2152160,10605,42.670844316482544,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,On,Off,Off,On,On,0.08557653427124023,5.476349115371704,1251544,34.75511622428894,2152160,10605,42.840527057647705,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,On,On,Off,Off,On,On,Off,Off,0.09053707122802734,5.5573976039886475,1252968,34.694968938827515,2152160,10605,42.89427828788757,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,Off,Off,On,0.07947635650634766,5.482884645462036,1248872,34.76861882209778,2152160,10605,42.959468364715576,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,On,Off,0.1030116081237793,5.542242050170898,1252968,34.8007025718689,2152160,10605,42.95041370391846,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,Off,Off,Off,On,On,Off,On,On,Off,Off,On,On,Off,On,On,0.08398890495300293,5.502285480499268,1251544,34.65135478973389,2152160,10605,42.72013974189758,"[10, 50, 6, 4, 50]"
On,Off,Off,On,On,On,On,On,Off,Off,On,Off,Off,On,On,Off,Off,On,Off,Off,0.09615588188171387,5.544482469558716,1252968,34.65682339668274,2152160,10605,42.81561589241028,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,On,Off,Off,On,On,Off,Off,On,On,On,Off,Off,On,On,On,0.08112192153930664,5.495356798171997,1252968,34.64942526817322,2152160,10605,42.70328497886658,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,0.09337615966796875,5.5476884841918945,1248872,34.638054609298706,2152160,10605,42.81076693534851,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,On,On,On,On,Off,Off,Off,On,Off,On,On,Off,On,Off,Off,0.08905911445617676,5.5713231563568115,1248872,34.87462091445923,2152160,10605,43.18922400474548,"[10, 50, 6, 4, 50]"
On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,Off,Off,On,0.08624672889709473,5.486867666244507,1248872,34.806228160858154,2152160,10605,42.84838581085205,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,Off,On,On,On,Off,Off,Off,Off,On,Off,On,0.09717035293579102,5.5436882972717285,1252968,34.6192467212677,2152160,10605,42.770508766174316,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,On,On,On,0.08876729011535645,5.494354009628296,1251544,34.584248304367065,2152160,10605,42.58765387535095,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,On,On,Off,On,On,Off,Off,Off,Off,On,Off,Off,Off,On,Off,On,0.09406471252441406,5.47516655921936,1252968,34.80147957801819,2152160,10605,42.915430307388306,"[10, 50, 6, 4, 50]"
Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,On,Off,0.08333325386047363,5.517960548400879,1252968,34.60687327384949,2152160,10605,42.80413627624512,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,On,Off,On,On,0.09388995170593262,5.4877800941467285,1252968,34.64324903488159,2152160,10605,42.79088759422302,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,Off,On,On,On,On,Off,Off,Off,Off,Off,On,Off,Off,On,0.10768437385559082,5.494915246963501,1255640,34.628817558288574,2152160,10605,42.68130946159363,"[10, 50, 6, 4, 50]"
On,Off,Off,Off,Off,Off,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,Off,Off,0.09651613235473633,5.489434242248535,1252968,34.756909132003784,2152160,10605,42.84518527984619,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,On,On,On,0.09838151931762695,5.509739875793457,1252968,34.649410009384155,2152160,10605,42.7340362071991,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,0.08184933662414551,5.548301696777344,1255640,34.60604810714722,2152160,10605,42.920300245285034,"[10, 50, 6, 4, 50]"
Off,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,On,Off,0.08992743492126465,5.488863229751587,1255640,34.77763223648071,2152160,10605,42.79093527793884,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,Off,Off,On,On,On,On,Off,Off,On,Off,On,On,Off,0.0831613540649414,5.529399633407593,1248872,34.80851197242737,2152160,10605,42.898853063583374,"[10, 50, 6, 4, 50]"
Off,Off,On,On,On,Off,Off,On,Off,Off,Off,Off,On,On,On,Off,Off,Off,Off,On,0.0785980224609375,5.501303672790527,1255640,34.75598430633545,2152160,10605,42.93154740333557,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,On,On,On,On,On,On,On,Off,Off,On,On,On,On,0.0828549861907959,5.563526391983032,1252968,34.59642744064331,2152160,10605,42.81722283363342,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,On,0.0897970199584961,5.557340860366821,1252968,34.761393785476685,2152160,10605,42.95103573799133,"[10, 50, 6, 4, 50]"
Off,On,On,On,On,Off,On,On,On,Off,On,On,On,On,On,On,Off,Off,On,On,0.09785103797912598,5.554158687591553,1248872,34.7868709564209,2152160,10605,43.006311893463135,"[10, 50, 6, 4, 50]"
On,Off,Off,On,Off,On,Off,Off,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,On,0.08693432807922363,5.544745445251465,1248872,34.6547110080719,2152160,10605,42.80698847770691,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,On,Off,Off,Off,On,On,On,Off,On,Off,Off,Off,Off,Off,Off,0.08308696746826172,5.544966459274292,1255640,34.76199817657471,2152160,10605,42.93496251106262,"[10, 50, 6, 4, 50]"
On,On,Off,Off,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,On,0.09290790557861328,5.569929599761963,1252968,34.75053787231445,2152160,10605,42.926706075668335,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,Off,On,On,On,On,Off,Off,On,Off,Off,On,Off,0.0784921646118164,5.535329818725586,1248872,34.63936471939087,2152160,10605,42.77912092208862,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,Off,Off,Off,Off,Off,On,On,Off,Off,Off,Off,On,On,On,0.09097814559936523,5.590906620025635,1255640,34.7828574180603,2152160,10605,42.9142906665802,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,Off,On,Off,Off,0.09982609748840332,5.564889669418335,1252968,34.68916344642639,2152160,10605,42.934579849243164,"[10, 50, 6, 4, 50]"
Off,Off,On,On,Off,Off,On,On,Off,On,Off,Off,Off,Off,Off,Off,On,On,On,On,0.08805179595947266,5.552340269088745,1252968,34.76545023918152,2152160,10605,42.95300054550171,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,On,Off,On,On,On,Off,On,On,On,Off,Off,On,Off,Off,0.09229660034179688,5.575940370559692,1252968,34.76345682144165,2152160,10605,42.95695471763611,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,On,On,0.09777951240539551,5.525241851806641,1251544,34.821189403533936,2152160,10605,42.9316771030426,"[10, 50, 6, 4, 50]"
On,Off,On,Off,On,On,On,On,On,Off,On,On,Off,Off,On,On,Off,On,Off,On,0.0934746265411377,5.554098606109619,1248872,34.64088320732117,2152160,10605,42.81645131111145,"[10, 50, 6, 4, 50]"
