time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.41818181818181815,39.68831822872162,0
35,35,25000,4,0.5,0.7454545454545454,47.558844566345215,0
30,30,25000,10,0.5,0.3939393939393939,46.58798820972443,1
45,35,10000,4,0.5,0.5636363636363636,52.69065084457397,1
40,40,40000,4,0.5,0.5515151515151515,60.53627243041992,2
35,25,50000,10,0.5,0.5393939393939393,58.800812578201295,2
40,30,30000,10,0.5,0.3939393939393939,58.77065806388855,2
50,40,10000,8,0.5,-0.2727272727272727,60.62971789836884,3
45,45,25000,10,0.5,0.33333333333333326,67.18086092472076,3
55,35,40000,8,0.5,0.1515151515151515,80.6252302646637,4
