time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,25,15000,8,0.5,0.41818181818181815,39.68831822872162,0
35,35,25000,4,0.5,0.7454545454545454,47.558844566345215,0
30,35,15000,8,0.5,0.4666666666666666,42.20948104858398,0
30,30,25000,6,0.5,0.5878787878787878,43.753035473823545,0
35,25,50000,4,0.5,0.9151515151515152,51.48379209041595,0
35,35,25000,4,0.9,0.7454545454545454,47.71970162391663,0
30,30,25000,10,0.5,0.3939393939393939,46.58798820972443,1
45,35,10000,4,0.5,0.5636363636363636,52.69065084457397,1
35,25,25000,8,0.5,0.5151515151515151,48.69982781410217,1
40,30,15000,8,0.7,0.22424242424242422,51.103886413574216,2
