time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,25,50000,4,0.5,0.9151515151515152,51.48379209041595,0
30,35,15000,4,0.5,0.6484848484848483,39.2469446182251,0
30,25,10000,8,0.9,0.35757575757575755,37.83482604026794,0
35,25,15000,4,0.5,0.8303030303030302,42.772983407974245,0
30,25,15000,6,0.5,0.2727272727272727,38.67083158493042,1
30,35,40000,4,0.5,0.7818181818181817,48.16100513935089,1
30,35,15000,4,0.9,0.6363636363636362,39.3375239610672,1
30,35,25000,4,0.5,0.6484848484848483,42.8545405626297,1
35,25,25000,4,0.9,0.709090909090909,45.214607214927675,1
35,25,25000,4,0.6,0.6848484848484848,45.048084783554074,1
