time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
35,35,25000,4,0.5,0.7454545454545454,47.558844566345215,0
35,25,50000,4,0.5,0.9151515151515152,51.48379209041595,0
35,35,25000,4,0.9,0.7454545454545454,47.71970162391663,0
30,35,15000,4,0.5,0.6484848484848483,39.2469446182251,0
35,25,25000,4,0.9,0.709090909090909,45.214607214927675,0
30,25,10000,8,0.9,0.35757575757575755,37.83482604026794,0
30,35,25000,4,0.5,0.6484848484848483,42.8545405626297,0
35,25,40000,4,0.5,0.709090909090909,48.97454917430878,1
30,35,15000,4,0.9,0.6363636363636362,39.3375239610672,1
30,25,15000,6,0.5,0.2727272727272727,38.67083158493042,1
