innodb_thread_concurrency,max_allowed_packet,innodb_io_capacity_max,tmp_table_size,query_prealloc_size,max_heap_table_size,transaction_alloc_block_size,join_buffer_size,innodb_flush_log_at_trx_commit,innodb_max_dirty_pages_pct_lwm,innodb_buffer_pool_size,key_cache_age_threshold,binlog_cache_size,innodb_purge_rseg_truncate_frequency,query_cache_limit,binlog_row_image,innodb_lru_scan_depth,sort_buffer_size,innodb_stats_transient_sample_pages,innodb_adaptive_max_sleep_delay,throughput,evaluated_time,fidelity_setting,corr
368,728065794,346,826431637,102167072,162222936,4840,576871976,2,6,13288526259,24968,533004308,115,58987418,minimal,6157,47862365,6,12716,400.48,67.93025255203247,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,432446089,346,741391045,21498981,1140017,65516,576871976,0,6,13755664865,1323,3834763578,98,102917252,minimal,6951,52112128,54,687751,397.16,68.85379672050476,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,432446089,346,741391045,21498981,1140017,65516,576871976,0,6,13078440189,1323,3834763578,98,102917252,minimal,6951,52112128,54,687751,394.08,68.64511609077454,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
926,809108440,346,741391045,14094491,1140017,65516,576871976,0,6,13755664865,1323,3834763578,98,58987418,full,7403,47862365,54,687751,394.04,72.25577020645142,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,871885515,465,666598772,84894017,885760854,90170,1043375684,0,58,14724304015,12420,533004308,44,34900638,minimal,6951,54858935,71,12716,392.02,67.92665576934814,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,871885515,465,666598772,50531210,885760854,4840,1043375684,0,56,11378110253,12420,3691275415,44,58987418,minimal,1068,47862365,71,549360,391.75,75.2888445854187,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
926,871885515,346,666598772,130215966,885760854,12969,1043375684,0,6,13755664865,3314,1892715854,98,34900638,minimal,3359,47862365,68,12716,391.62,70.58419895172119,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,432446089,346,61667122,21498981,162222936,42323,576871976,0,6,10489429956,24694,2018057932,98,58987418,noblob,6951,52112128,71,687751,390.68,68.72803211212158,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
603,871885515,346,826431637,130215966,885760854,12969,1043375684,2,6,14724304015,12420,533004308,115,111643884,minimal,3359,47862365,68,12716,390.33,67.81167769432068,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
603,871885515,346,826431637,21498981,483886695,65516,576871976,2,58,14724304015,12420,533004308,115,111643884,minimal,1992,47862365,71,687751,390.02,71.23117518424988,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
122,1051176308,465,826431637,130215966,885760854,12969,1043375684,0,58,14724304015,12420,533004308,115,111643884,minimal,3359,47862365,68,12716,389.99,68.98358702659607,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
368,728065794,346,826431637,14094491,885760854,12969,576871976,2,6,13288526259,24968,533004308,98,58987418,full,3359,47862365,68,12716,389.91,68.36422371864319,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
706,728065794,346,826431637,102167072,162222936,4840,576871976,2,6,11378110253,24968,2018057932,16,58987418,minimal,7204,47862365,6,549360,387.52,69.49758768081665,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
118,728065794,346,826431637,112568781,162222936,90170,576871976,0,6,10489429956,24694,2018057932,98,58987418,minimal,3359,21783860,71,959051,387.26,69.47242212295532,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
926,871885515,465,741391045,40283602,885760854,90170,502093966,0,58,14724304015,12420,2018057932,44,111643884,minimal,3359,47862365,54,650245,386.85,68.20534706115723,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
47,432446089,346,826431637,21498981,162222936,12969,576871976,2,97,15188173002,28962,2018057932,98,102917252,minimal,6951,52112128,68,687751,386.44,68.51900672912598,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
926,871885515,346,963930822,102167072,162222936,12969,502093966,0,58,14724304015,28962,3834763578,52,111643884,minimal,3359,52112128,54,650245,386.23,68.88618350028992,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
368,728065794,346,826431637,102167072,885760854,4840,576871976,2,6,13288526259,24968,533004308,115,111643884,minimal,3359,47862365,68,12716,385.74,67.74653029441833,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
926,809108440,346,826431637,14094491,162222936,12969,576871976,2,6,10489429956,28962,2018057932,98,58987418,full,7403,47862365,68,687751,385.3,68.26238799095154,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
603,871885515,346,826431637,130215966,885760854,12969,1043375684,0,58,14724304015,12420,533004308,115,22340853,minimal,3359,47862365,68,12716,384.41,67.8012490272522,"[50, 30, 40000, 4, 0.5]",0.8424242424242423
