inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
80,35,1,2,35,0.7333333333333332,3.2248047828674316,0
70,15,1,3,25,0.3696969696969697,2.9790173530578614,0
50,35,1,1,5,0.28484848484848485,2.682176685333252,0
60,35,1,3,15,0.2727272727272727,2.8002399682998655,1
60,15,2,4,20,-0.04242424242424241,3.32534773349762,2
90,5,1,3,15,-0.2606060606060606,2.815225529670715,2
50,35,2,2,20,-0.04242424242424241,2.936052107810974,2
60,10,3,1,35,-0.23636363636363633,2.827764296531677,2
70,25,2,4,10,-0.41818181818181815,2.8184346914291383,3
50,5,2,4,35,-0.5878787878787878,3.6851540088653563,4
