inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
50,35,1,1,5,0.28484848484848485,2.682176685333252,0
70,15,1,2,10,0.38181818181818183,2.7321599960327148,0
50,5,2,2,20,0.8545454545454544,2.777447295188904,0
90,25,1,1,35,0.09090909090909088,2.678782820701599,0
80,35,1,2,10,0.3939393939393939,2.7550968885421754,0
70,25,1,2,5,0.29696969696969694,2.718962287902832,0
70,25,1,4,35,-0.19999999999999998,2.6999120473861695,1
80,35,1,2,35,0.7333333333333332,3.2248047828674316,1
70,20,1,3,10,0.5878787878787878,2.7842398166656492,1
70,25,1,4,10,0.23636363636363633,2.7246325969696046,1
