fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
Off,Off,On,On,On,Off,On,Off,On,Off,On,Off,Off,On,Off,On,Off,On,On,Off,0.10054397583007812,1.673262596130371,521896,34.28679704666138,2152160,10605,40.07318329811096,"[10, 50, 6, 4, 50]"
Off,On,Off,On,Off,On,Off,On,Off,On,Off,Off,On,Off,On,On,Off,On,On,On,0.08144044876098633,1.6171150207519531,522088,34.08902096748352,2152160,10605,38.49961590766907,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,Off,On,Off,On,On,On,On,On,On,On,Off,On,Off,On,Off,0.09561681747436523,1.4721951484680176,515000,34.086182594299316,2152160,10605,38.34413766860962,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,Off,On,On,Off,Off,0.11158227920532227,1.5818445682525635,515192,34.04631304740906,2152160,10605,38.220306634902954,"[10, 50, 6, 4, 50]"
On,On,Off,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,On,On,0.0821542739868164,1.439441204071045,522088,34.056923627853394,2152160,10605,38.07025098800659,"[10, 50, 6, 4, 50]"
On,Off,On,Off,Off,On,Off,On,On,Off,Off,Off,Off,Off,On,Off,Off,On,Off,On,0.08173394203186035,1.5156774520874023,513896,34.03889346122742,2152160,10605,38.19725680351257,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,On,On,On,Off,On,Off,Off,On,0.10181617736816406,1.4830174446105957,515000,34.04530596733093,2152160,10605,38.335660457611084,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,On,On,On,Off,On,On,On,On,Off,On,Off,On,On,Off,Off,Off,0.08659005165100098,1.4322171211242676,523192,34.133147954940796,2152160,10605,38.28817653656006,"[10, 50, 6, 4, 50]"
Off,On,On,Off,Off,On,On,On,On,On,Off,On,On,Off,Off,Off,Off,On,Off,On,0.09020543098449707,1.509946584701538,513896,34.08014225959778,2152160,10605,38.311954975128174,"[10, 50, 6, 4, 50]"
On,On,Off,On,On,Off,Off,On,Off,On,On,On,Off,Off,Off,On,On,On,Off,On,0.09099435806274414,1.5261344909667969,523384,34.09756112098694,2152160,10605,38.270671129226685,"[10, 50, 6, 4, 50]"
On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,0.08570551872253418,1.5083401203155518,515000,34.10561466217041,2152160,10605,38.22359871864319,"[10, 50, 6, 4, 50]"
Off,Off,Off,On,Off,On,On,Off,Off,On,On,Off,Off,Off,On,On,On,On,On,Off,0.10059213638305664,1.4924166202545166,523192,34.178181648254395,2152160,10605,38.369596004486084,"[10, 50, 6, 4, 50]"
On,Off,On,On,On,Off,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,On,0.09054827690124512,1.4673163890838623,521896,34.11228656768799,2152160,10605,38.216365337371826,"[10, 50, 6, 4, 50]"
On,On,On,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,0.08345818519592285,1.5113856792449951,513896,34.133156538009644,2152160,10605,38.41017031669617,"[10, 50, 6, 4, 50]"
Off,Off,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,On,Off,On,On,On,Off,Off,0.08811593055725098,1.5278730392456055,515192,34.086402893066406,2152160,10605,38.270230531692505,"[10, 50, 6, 4, 50]"
