inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,10,2,2,5,0.43030303030303024,2.8074689149856566,0
50,5,1,2,20,0.5515151515151515,2.9080518245697022,0
90,5,1,1,20,-0.01818181818181818,2.831362557411194,1
50,15,3,3,15,0.3696969696969697,2.9760184288024902,1
70,10,1,1,5,-0.09090909090909088,2.845368480682373,2
60,10,2,3,15,-0.07878787878787878,2.9384843349456786,2
80,5,1,4,35,-0.17575757575757575,3.4058287143707275,3
60,25,3,3,10,-0.29696969696969694,2.997965669631958,3
60,25,3,1,25,-1,73.41682457923889,4
90,25,2,1,35,-1,73.69815497398376,4
