inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,10,3,1,10,0.17575757575757575,2.748174047470093,0
50,5,1,2,25,0.4424242424242424,2.865888214111328,0
70,20,2,2,5,-0.5030303030303029,2.748031187057495,0
60,15,2,2,10,0.11515151515151514,2.7482197523117065,1
50,5,2,2,10,0.12727272727272726,2.7717963218688966,1
50,15,1,2,25,0.1515151515151515,3.0154345989227296,1
50,35,1,3,15,-0.09090909090909088,2.8121852397918703,2
50,20,1,2,35,0.07878787878787878,2.8516757249832154,2
50,10,3,2,10,-0.10303030303030303,2.7841174364089967,2
90,20,3,2,10,-0.32121212121212117,2.858875846862793,3
