checkpoint_completion_target,backend_flush_after,maintenance_work_mem,max_parallel_workers_per_gather,min_wal_size,wal_writer_flush_after,wal_writer_delay,work_mem,random_page_cost,commit_siblings,checkpoint_flush_after,seq_page_cost,commit_delay,join_collapse_limit,bgwriter_delay,from_collapse_limit,default_statistics_target,bgwriter_flush_after,checkpoint_timeout,deadlock_timeout,throughput,cost,fidelity,prepare_time,run_time,clean_time
0.3182493224070203,96,256153,934,7611,276427821,9523,742321,18.03831228856021,609,112,43.534816404245205,92975,648808298,3890,1966771896,1442,39,74705,1868485725,383.88,71.71500730514526,"[10, 50, 100000, 4, 0.5]",54.173614501953125,10.12132740020752,3.4783010482788086
0.0823554866174393,142,822866,878,966,1655408158,1855,320439,87.19588244527034,132,150,85.12221373589557,92099,503283319,5610,985117768,9507,147,83919,2131260344,367.72,70.55699229240417,"[10, 50, 100000, 4, 0.5]",52.54578471183777,10.115987539291382,3.570909023284912
0.440105173501508,241,472187,982,1989,1281916209,8618,278937,47.18334320985821,714,50,14.689145177318464,59128,272463422,6566,199687972,4971,171,35580,1259777708,363.13,72.32921481132507,"[10, 50, 100000, 4, 0.5]",53.76944589614868,10.169381856918335,4.364313840866089
0.9604745815410811,46,202784,998,6413,1664029326,4346,366829,50.834389194742414,78,77,8.451357186408902,12355,914899738,2752,1913224361,9516,66,42956,555931229,378.93,71.02418756484985,"[10, 50, 100000, 4, 0.5]",52.725831508636475,10.151583909988403,3.8344249725341797
0.07730353268030465,212,980103,352,4591,2143720784,4719,743412,49.14964792620579,53,122,75.95153028865917,43518,703201432,5470,711207855,9301,25,85014,1572665373,380.65,70.62228870391846,"[10, 50, 100000, 4, 0.5]",52.780839920043945,10.215275526046753,3.3440163135528564
0.1493367172250435,23,987606,585,6292,548842853,1696,233056,26.14684145941082,291,12,52.11619131382456,66755,868600535,5950,1126791175,3561,43,77672,866538811,388.31,70.65528082847595,"[10, 50, 100000, 4, 0.5]",52.43234658241272,10.191097974777222,3.773789167404175
0.5164797162464995,162,445068,621,82,35619885,2077,473364,20.279747144693427,179,196,77.29590493170868,56768,1370761647,569,695536963,4125,74,25585,25665061,374.4,72.0700135231018,"[10, 50, 100000, 4, 0.5]",52.853983640670776,10.175754070281982,4.372330188751221
0.789944744614841,183,845164,467,2731,912726378,1438,219201,83.42296072563502,90,4,9.336554943767428,10077,586412326,4637,277392525,4158,33,36093,1593624613,383.49,68.42997431755066,"[10, 50, 100000, 4, 0.5]",51.871309995651245,10.205776929855347,2.4436230659484863
0.6745422033199524,207,93087,270,1531,100479448,7232,187154,65.49592732110253,439,92,87.99740378687085,39108,1340910433,183,1321066258,7421,34,34482,1803046070,379.83,70.7213785648346,"[10, 50, 100000, 4, 0.5]",53.1307897567749,10.129779577255249,3.5105526447296143
0.6086355484092592,160,129321,241,4398,1777562606,4134,676231,26.35092318558152,558,65,7.063987899305479,66827,1151608873,3831,1423545375,4517,44,49025,628749398,404.92,68.1410665512085,"[10, 50, 100000, 4, 0.5]",51.40960168838501,10.206001996994019,2.5076117515563965
0.0010147319118601894,36,488100,795,477,319355251,1617,777472,17.14281229441851,550,180,66.1008019712525,87728,825817557,9039,89698008,8912,226,82938,658092824,379.4,71.860924243927,"[10, 50, 100000, 4, 0.5]",53.13485097885132,10.079634666442871,4.69030237197876
0.7180461187646473,8,902434,168,6048,1936692496,3955,183680,27.655389992017742,828,161,23.659284585215367,90199,2064897739,3954,492962930,3519,196,63391,986589710,407.87,71.23664402961731,"[10, 50, 100000, 4, 0.5]",52.32491660118103,10.138454914093018,4.497644901275635
0.14301355004922267,107,219622,116,3585,2027133276,4228,340363,1.2692291931310273,790,80,22.00152482838448,58645,1306042843,8606,924370924,577,7,16579,1986871413,404.99,70.21707105636597,"[10, 50, 100000, 4, 0.5]",51.477577447891235,10.194189310073853,3.981987476348877
0.41207707372768165,27,362839,170,3872,1136700371,7731,455913,22.271954881129552,477,198,9.213462558073648,9815,1725007278,308,2012901268,608,182,68617,1744235990,370.06,72.00202560424805,"[10, 50, 100000, 4, 0.5]",52.43049383163452,10.282904386520386,5.448450326919556
0.9521961873729604,112,795698,772,4401,1441025084,8713,2110,8.101501373016095,615,11,41.85211362589496,57100,1027347268,3909,758786851,4125,65,65622,439326603,388.82,69.21324682235718,"[10, 50, 100000, 4, 0.5]",52.83137226104736,10.189385175704956,2.3754310607910156
0.3760389580209327,230,30441,471,5935,1458325722,3857,468447,66.50592413494056,3,50,54.05517449956324,62607,1219740021,6593,403447621,4009,157,56569,131183723,88.93,67.19467043876648,"[10, 50, 100000, 4, 0.5]",51.444178104400635,10.16032886505127,0.6438183784484863
0.7180461187646473,8,902434,168,6048,1936692496,3955,183680,27.655389992017742,828,161,23.659284585215367,90199,2064897739,3954,492962930,3519,196,63391,986589710,409.36,77.96170258522034,"[20, 50, 100000, 4, 0.5]",52.388041734695435,20.117635488510132,1.390378713607788
0.14301355004922267,107,219622,116,3585,2027133276,4228,340363,1.2692291931310273,790,80,22.00152482838448,58645,1306042843,8606,924370924,577,7,16579,1986871413,407.21,77.41397070884705,"[20, 50, 100000, 4, 0.5]",52.790860652923584,20.209461450576782,0.5216162204742432
0.6086355484092592,160,129321,241,4398,1777562606,4134,676231,26.35092318558152,558,65,7.063987899305479,66827,1151608873,3831,1423545375,4517,44,49025,628749398,407.25,79.88015055656433,"[20, 50, 100000, 4, 0.5]",53.01791048049927,20.298578023910522,2.740588903427124
