time,tables,table-size,threads,r_ratio,spearman_corr,evaluated_time,front_level
30,20,20000,10,0.5,-0.04242424242424241,40.58240435123444,0
45,25,30000,6,0.5,0.9515151515151514,58.3306788444519,0
35,30,35000,4,0.7,0.49090909090909085,49.30953907966614,0
30,20,20000,10,0.9,-0.01818181818181818,40.89884674549103,0
30,45,35000,4,0.6,0.7575757575757575,49.88596527576446,0
45,45,30000,6,0.5,0.8787878787878788,65.97866227626801,1
50,20,35000,4,0.5,0.5757575757575757,60.86507370471954,1
40,25,40000,4,0.5,0.4787878787878787,54.097589421272275,1
40,20,20000,10,0.5,0.3939393939393939,50.76573731899261,1
30,35,40000,10,0.5,0.16363636363636364,56.908465242385866,2
