ffast-math,funroll-all-loops,fno-inline-small-functions,finline-functions,fno-math-errno,fipa-cp-clone,funsafe-math-optimizations,fno-tree-loop-optimize,fno-merge-constants,fno-omit-frame-pointer,fno-align-labels,fno-tree-dse,fwrapv,fgcse-after-reload,fno-align-jumps,fno-asynchronous-unwind-tables,fno-cse-follow-jumps,fno-ivopts,fno-guess-branch-probability,fprefetch-loop-arrays,run_time,evaluated_time,fidelity_setting,corr
Off,On,Off,On,Off,Off,On,On,On,Off,Off,On,Off,On,Off,On,Off,On,Off,On,0.06892013549804688,42.78479504585266,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,On,On,On,On,Off,Off,Off,0.07129263877868652,42.679835081100464,"[10, 50, 6, 4, 50]",1
On,Off,Off,On,Off,Off,On,Off,On,On,Off,On,Off,Off,Off,Off,On,On,Off,Off,0.07305526733398438,42.6660521030426,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,Off,Off,On,On,On,On,On,Off,Off,Off,On,On,Off,Off,On,Off,0.07406497001647949,42.77831959724426,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,On,On,Off,On,Off,On,On,Off,On,On,On,Off,Off,Off,Off,0.07640600204467773,42.79858684539795,"[10, 50, 6, 4, 50]",1
On,Off,On,On,On,On,On,Off,On,Off,On,Off,On,Off,Off,Off,Off,Off,Off,Off,0.07735991477966309,42.840527057647705,"[10, 50, 6, 4, 50]",1
On,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,Off,On,On,Off,0.07918715476989746,42.825220346450806,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,Off,On,On,On,On,On,On,Off,Off,On,On,Off,On,Off,On,0.0795905590057373,42.807767152786255,"[10, 50, 6, 4, 50]",1
On,On,On,Off,On,On,On,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,On,0.08032059669494629,42.74123978614807,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,0.08072161674499512,42.90378928184509,"[10, 50, 6, 4, 50]",1
Off,Off,On,Off,On,Off,On,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,0.08104872703552246,42.89077591896057,"[10, 50, 6, 4, 50]",1
Off,On,On,On,On,On,On,Off,On,On,Off,Off,On,Off,On,On,Off,Off,On,Off,0.08159017562866211,42.732824087142944,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,On,On,Off,Off,Off,On,On,On,Off,Off,On,On,Off,On,Off,0.08170509338378906,42.89343070983887,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,On,On,Off,On,On,Off,On,On,On,On,Off,On,On,0.08180546760559082,42.98115062713623,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,On,On,On,On,Off,On,Off,Off,On,On,On,On,Off,On,On,0.08189558982849121,42.79914426803589,"[10, 50, 6, 4, 50]",1
On,Off,Off,Off,Off,Off,On,Off,On,On,On,On,Off,On,Off,Off,On,On,Off,On,0.08242344856262207,42.73247957229614,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,Off,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,On,Off,0.0848701000213623,42.83719062805176,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,On,Off,On,Off,On,On,On,On,On,Off,On,On,On,Off,0.08693289756774902,42.639976024627686,"[10, 50, 6, 4, 50]",1
On,On,Off,On,Off,On,On,Off,On,Off,On,Off,Off,On,On,Off,On,Off,Off,On,0.0870201587677002,42.79970693588257,"[10, 50, 6, 4, 50]",1
On,On,Off,On,On,Off,On,On,On,Off,On,Off,Off,On,On,Off,Off,Off,On,Off,0.08708786964416504,42.78021001815796,"[10, 50, 6, 4, 50]",1
