fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,compile_time,exe_size,csmith_time,source_size,LOC,cost,fidelity
On,On,On,Off,Off,Off,Off,On,Off,Off,On,On,On,On,On,Off,Off,On,On,On,0.09753847122192383,0.31250929832458496,140424,2.245084047317505,356663,1676,5.656824827194214,"[10, 50, 6, 4, 5]"
On,Off,On,Off,Off,Off,On,On,Off,On,Off,On,On,On,On,Off,Off,On,On,On,0.10796999931335449,0.27811670303344727,140424,2.096693515777588,356663,1676,4.970001459121704,"[10, 50, 6, 4, 5]"
On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,0.08332514762878418,0.24840593338012695,140352,2.075584888458252,356663,1676,4.899511814117432,"[10, 50, 6, 4, 5]"
On,On,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,On,Off,On,Off,On,On,0.08907699584960938,0.2644937038421631,141424,2.1158454418182373,356663,1676,4.959836006164551,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,Off,Off,On,On,Off,Off,On,On,Off,On,On,Off,On,On,Off,Off,0.09759974479675293,0.24681830406188965,141496,2.1165199279785156,356663,1676,4.990110397338867,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.08258414268493652,0.27898645401000977,141424,2.1287763118743896,356663,1676,4.855675220489502,"[10, 50, 6, 4, 5]"
On,On,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,0.08566427230834961,0.2687079906463623,140352,2.140153646469116,356663,1676,4.916638612747192,"[10, 50, 6, 4, 5]"
On,On,On,Off,Off,Off,On,Off,Off,Off,Off,Off,On,On,Off,Off,On,Off,On,On,0.09235644340515137,0.27138400077819824,141424,2.131161689758301,356663,1676,4.882126092910767,"[10, 50, 6, 4, 5]"
Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.07816290855407715,0.7482881546020508,207208,4.147430896759033,828309,4503,7.405569314956665,"[10, 50, 6, 4, 10]"
On,Off,Off,Off,Off,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,0.08943510055541992,0.7163965702056885,205976,4.112509250640869,828309,4503,7.326012372970581,"[10, 50, 6, 4, 10]"
On,On,On,Off,On,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,On,On,Off,0.08730959892272949,0.7033355236053467,205976,4.11976432800293,828309,4503,7.577465772628784,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,On,Off,On,Off,On,On,0.0720832347869873,0.7272121906280518,207208,4.119318723678589,828309,4503,7.441386938095093,"[10, 50, 6, 4, 10]"
On,On,Off,Off,Off,On,On,Off,On,On,On,Off,On,Off,On,Off,On,Off,On,On,0.09679079055786133,0.7125365734100342,242608,6.7709801197052,866233,4708,9.991151332855225,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.07668113708496094,0.709219217300415,242608,6.7756218910217285,866233,4708,10.06525731086731,"[10, 50, 6, 4, 25]"
Off,Off,Off,Off,On,On,Off,Off,Off,On,Off,Off,Off,On,On,Off,On,On,Off,On,0.08977651596069336,1.4685471057891846,515000,34.108609676361084,2152160,10605,38.08404016494751,"[10, 50, 6, 4, 50]"
