fstrict-aliasing,funroll-loops,fno-exceptions,fomit-frame-pointer,fno-rtti,fdata-sections,ffunction-sections,fmerge-all-constants,finline-functions,finline-small-functions,fno-math-errno,fno-rounding-math,fno-trapping-math,fassociative-math,freciprocal-math,fno-signed-zeros,fno-zero-initialized-in-bss,fvectorize,fslp-vectorize,ftree-vectorize,run_time,evaluated_time,fidelity_setting,corr
On,Off,Off,Off,On,On,Off,Off,Off,On,Off,On,On,Off,Off,Off,Off,On,On,On,0.07910346984863281,2.916614294052124,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,On,Off,Off,Off,Off,Off,On,On,Off,On,Off,On,Off,On,Off,Off,Off,On,0.08167195320129395,2.926429033279419,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,On,Off,On,Off,On,On,Off,On,Off,0.09990119934082031,3.0016448497772217,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,On,On,On,Off,On,Off,On,On,On,On,On,On,On,On,On,Off,Off,On,0.0940253734588623,3.0032105445861816,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,On,Off,On,Off,On,On,On,Off,Off,Off,On,Off,Off,On,Off,Off,On,Off,0.09319305419921875,3.0358896255493164,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,Off,On,On,On,On,Off,On,Off,Off,Off,Off,Off,On,Off,Off,Off,On,0.09628105163574219,2.9367573261260986,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,On,On,On,On,Off,On,On,On,On,Off,Off,Off,Off,Off,Off,Off,Off,Off,0.07419824600219727,3.073653221130371,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,Off,Off,On,On,On,On,On,On,Off,On,Off,Off,On,Off,On,Off,On,0.09164023399353027,2.965502977371216,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,On,On,On,Off,Off,On,Off,On,On,Off,On,Off,Off,On,Off,Off,Off,On,0.08169698715209961,2.9226291179656982,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,Off,On,Off,On,On,On,Off,Off,Off,Off,Off,On,On,On,On,On,On,0.09308886528015137,2.973268985748291,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,On,On,Off,On,Off,On,Off,On,On,Off,On,On,On,On,On,Off,Off,On,0.08338618278503418,3.033419370651245,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,On,Off,On,Off,On,Off,Off,Off,On,On,On,On,On,Off,On,On,Off,Off,0.09609103202819824,2.9849963188171387,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,Off,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,On,On,Off,On,On,0.0784757137298584,3.004551649093628,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,Off,Off,On,On,Off,On,On,On,On,On,On,Off,On,On,On,On,Off,On,0.08905959129333496,2.994371175765991,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,On,Off,Off,On,On,On,Off,On,On,On,Off,Off,Off,On,Off,On,On,Off,0.10059309005737305,3.10404109954834,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,On,Off,Off,On,On,On,On,On,On,Off,Off,Off,Off,On,On,On,On,0.08996200561523438,2.9938108921051025,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,On,Off,On,Off,On,Off,Off,Off,Off,On,On,Off,On,On,Off,On,Off,On,0.09974336624145508,2.9213948249816895,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,On,On,On,On,Off,On,Off,On,On,On,On,On,Off,Off,Off,On,On,On,0.08655571937561035,3.033759117126465,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,Off,On,On,On,Off,Off,On,On,Off,Off,On,On,Off,On,Off,On,On,Off,0.06865215301513672,3.029160737991333,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,Off,Off,On,On,Off,Off,Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,Off,0.10099911689758301,3.065995931625366,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,On,Off,On,On,Off,On,On,On,On,On,Off,On,On,On,On,On,On,Off,0.0908973217010498,3.0774362087249756,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,Off,On,On,Off,Off,On,On,Off,Off,On,On,On,On,On,Off,Off,On,0.09724307060241699,2.9932901859283447,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,Off,On,Off,Off,Off,Off,On,Off,On,On,Off,Off,On,Off,On,Off,On,Off,0.08980011940002441,2.993647813796997,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,Off,On,Off,Off,On,Off,On,Off,Off,Off,On,Off,On,Off,On,On,On,Off,On,0.09280776977539062,3.023191452026367,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,On,Off,Off,On,On,On,Off,On,Off,On,On,Off,Off,Off,Off,On,On,0.08737754821777344,2.9941508769989014,"[50, 20, 2, 1, 35]",0.5030303030303029
On,On,On,Off,On,Off,Off,On,Off,On,On,On,Off,On,On,Off,Off,Off,Off,Off,0.08659934997558594,2.9873855113983154,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,On,On,On,On,Off,Off,On,On,Off,On,Off,Off,Off,On,Off,On,Off,Off,0.08298921585083008,2.8961381912231445,"[50, 20, 2, 1, 35]",0.5030303030303029
Off,On,Off,On,Off,On,Off,On,On,Off,On,On,Off,On,Off,Off,Off,On,Off,Off,0.09337997436523438,2.9476659297943115,"[50, 20, 2, 1, 35]",0.5030303030303029
On,Off,Off,Off,On,On,Off,On,Off,On,On,Off,Off,On,On,On,On,On,On,Off,0.08482980728149414,2.9893863201141357,"[50, 20, 2, 1, 35]",0.5030303030303029
