inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
70,15,2,2,10,0.17575757575757575,2.845769476890564,0
90,5,2,1,15,0.12727272727272726,2.8223904848098753,0
90,35,3,3,35,0.5636363636363636,6.628994679450988,0
50,20,2,1,10,0.41818181818181815,2.9208621263504027,0
90,25,2,3,15,0.5272727272727272,3.493253254890442,0
80,10,2,1,5,-0.006060606060606061,2.8700600385665895,1
90,5,1,1,35,0.06666666666666665,2.9061954021453857,1
90,15,2,1,15,0.3939393939393939,2.9223560094833374,1
70,20,1,2,15,-0.406060606060606,2.8860219717025757,2
80,35,3,1,15,0.35757575757575755,2.954760456085205,2
