inline-function-prob,max-array-len-per-dim,max-block-depth,max-block-size,max-funcs,spearman_corr,evaluated_time,front_level
60,15,1,1,15,0.4424242424242424,2.6848190784454347,0
80,5,3,4,20,0.4787878787878787,3.4329803466796873,0
70,15,3,3,25,0.4787878787878787,3.879793667793274,0
90,15,1,1,10,0.16363636363636364,2.6397525310516357,0
60,20,1,1,5,0.33333333333333326,2.648258376121521,0
70,15,1,3,20,0.33333333333333326,2.811177062988281,1
60,25,1,4,35,0.05454545454545454,2.6416856050491333,1
90,15,3,1,15,0.28484848484848485,2.7182989835739138,1
90,10,1,1,15,0.18787878787878787,2.6564759969711305,1
50,5,2,1,15,-0.01818181818181818,2.6752466917037965,2
